store_name,LINK_ID,lat_x,lot_x,유동인구_평균,lat_y,lot_y,일자,링크아이디,거리,차선수,01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
구역삼사거리,1220021380.0,37.495923550000015,127.03886449999996,97922.0,37.495923550000015,127.03886449999996,20210717.0,1220021380.0,538.2,2.6,26.374500000000005,26.0625,26.107499999999998,26.884499999999996,27.683999999999997,27.277000000000005,25.959500000000002,23.640000000000004,24.020400000000006,23.736400000000003,22.354000000000006,20.4948,19.358800000000002,18.056800000000003,18.073600000000003,19.214000000000002,19.187600000000003,19.4008,21.326800000000002,25.094400000000004,24.7012,25.150399999999994,25.156800000000004,27.2436
구의DT,1040012900.0,37.5451984,127.0871587,21339.0,37.5451984,127.0871587,20210717.0,1040012900.0,479.0,3.0,24.97,27.3375,27.884999999999994,30.259999999999998,27.6625,29.817500000000003,30.435,26.709999999999997,26.368000000000002,25.124000000000002,23.798000000000002,21.235999999999997,22.894,21.842,20.166000000000004,19.920000000000005,18.782,17.422,17.642000000000003,19.913999999999994,21.924,23.058,25.998,27.580000000000002
구의역,1040008400.0,37.53697999999999,127.084015,24498.0,37.53697999999999,127.084015,20210717.0,1040008400.0,509.0,2.0,22.035000000000004,19.25,17.64,22.065,21.0875,20.8875,20.09,20.196,24.077999999999996,22.548,18.764,17.471999999999998,18.518,17.601999999999997,19.22,18.996000000000002,19.538,18.374000000000002,18.546,19.752,20.032,21.390000000000004,22.638,23.325999999999997
구파발역,1110015300.0,37.63446,126.91888100000003,63305.0,37.63446,126.91888100000003,20210717.0,1110015300.0,1329.0,1.0,16.572499999999998,19.8675,23.025,20.965000000000003,17.335,16.2,19.0375,18.323999999999998,14.474,13.814000000000002,14.151999999999997,14.892000000000001,14.35,15.192000000000002,15.784,16.672,16.496,16.701999999999998,16.236,16.772,16.448,17.156,18.148,18.054
국기원사거리,1220024050.0,37.49951699999999,127.03149499999998,97922.0,37.49951699999999,127.03149499999998,20210717.0,1220024050.0,557.0,4.0,29.01375,30.573749999999997,33.13875,36.24375,37.83875,31.65625,29.8075,27.845000000000006,27.070999999999998,26.32,26.484,25.151999999999997,23.044999999999998,21.874000000000002,21.760999999999996,21.406000000000002,21.494,21.308,23.411000000000005,26.778999999999996,28.277000000000005,28.999000000000002,29.432,31.425
국립중앙의료원,1010015000.0,37.56651599999999,127.0062376,21022.0,37.56651599999999,127.0062376,20210717.0,1010015000.0,504.0,3.0,35.1425,35.92,36.7475,38.8475,38.74000000000001,38.98,36.29,37.176,36.306,32.968,31.732,29.75,28.356,27.524,27.086000000000002,27.407999999999998,27.145999999999997,27.839999999999996,30.326,32.996,32.642,31.323999999999995,33.038,34.501999999999995
군자역,1040009633.3333334,37.556965,127.07903200000007,19317.0,37.556965,127.07903200000007,20210717.0,1040009633.3333334,625.5,3.5,23.990833333333338,24.655000000000005,25.540000000000003,26.8275,27.01875,25.06125,26.192499999999995,26.957333333333338,26.102000000000007,23.104,20.465333333333334,19.125666666666675,19.33233333333333,18.90566666666667,18.95366666666666,19.383,18.850999999999996,19.639999999999993,20.695666666666668,22.833666666666666,22.79533333333333,23.512333333333334,24.197333333333336,23.876666666666665
굽은다리역,1240013000.0,37.54540300000001,127.14310100000003,28627.0,37.54540300000001,127.14310100000003,20210717.0,1240013000.0,624.0,2.0,32.2125,33.06,36.7225,36.92999999999999,36.115,35.4875,32.85249999999999,28.496,29.110000000000003,25.588,22.415999999999997,20.922,19.824,19.202,21.16,23.087999999999997,22.962,22.499999999999993,23.51,25.107999999999997,25.421999999999997,26.468,26.166000000000004,29.508000000000003
금천시흥,1170001900.0,37.448624,126.90318299999998,28040.0,37.448624,126.90318299999998,20210717.0,1170001900.0,562.0,2.0,18.7525,19.232499999999998,20.150000000000002,24.699999999999996,19.6525,17.5825,16.215,14.876000000000001,17.294,16.618000000000002,15.418000000000001,14.697999999999999,14.067999999999998,12.819999999999999,13.434000000000001,15.768,13.856,13.876,14.063999999999998,16.612,17.066,16.736,18.480000000000004,20.918
금호역,1030008700.0,37.5479939,127.01533429999999,12799.0,37.5479939,127.01533429999999,20210717.0,1030008700.0,411.0,3.0,41.932500000000005,43.964999999999996,46.96,47.6275,47.262499999999996,47.605,44.7675,44.815999999999995,42.33,39.002,37.757999999999996,37.263999999999996,37.898,37.376,38.455999999999996,37.826,38.332,39.10799999999999,40.368,40.882000000000005,41.001999999999995,39.682,41.172,41.666
길동역,1240010100.0,37.53874330000001,127.13998790000002,51131.0,37.53874330000001,127.13998790000002,20210717.0,1240010100.0,811.0,3.0,21.5975,24.1125,23.849999999999998,24.07,25.3975,24.3775,24.76,25.438,21.862,18.064,16.25,15.803999999999998,16.052,15.632,16.934,17.502,17.602,17.332,18.32,18.122000000000003,19.607999999999997,19.914,19.881999999999998,22.938
까치산역,1150008000.0,37.532303000000006,126.846077,47359.0,37.532303000000006,126.846077,20210717.0,1150008000.0,355.0,3.0,19.445,20.5925,23.560000000000002,22.7375,20.060000000000002,19.252499999999998,24.097499999999997,26.43,22.553999999999995,17.692,11.928,9.054,7.2,6.5200000000000005,6.276,6.388,5.958,6.581999999999999,8.886,11.355999999999998,12.418,12.946000000000002,13.556000000000001,16.508
낙성대DT,1200001500.0,37.476169000000006,126.96500499999999,18871.0,37.476169000000006,126.96500499999999,20210717.0,1200001500.0,1782.0,4.0,30.897499999999997,32.7225,34.7675,33.9375,36.625,33.5175,31.385000000000005,31.51,30.345999999999997,28.648000000000003,26.716,26.366000000000003,26.171999999999997,25.446000000000005,24.826,25.014000000000003,25.395999999999997,26.24,26.802,27.468000000000007,28.21,28.842000000000002,29.692,29.842000000000002
낙성대역,1200001900.0,37.477945999999996,126.96119300000001,18871.0,37.477945999999996,126.96119300000001,20210717.0,1200001900.0,240.0,4.0,35.894999999999996,39.31,38.7975,40.9575,41.9475,38.0525,35.08,32.238,29.972,25.396,25.631999999999998,25.676,25.762,27.397999999999996,28.73,28.186,28.6,28.901999999999997,29.759999999999998,30.474,32.412,33.038,34.338,34.815999999999995
남가좌사거리,1120009100.0,37.577386,126.92081499999998,20391.0,37.577386,126.92081499999998,20210717.0,1120009100.0,436.0,1.0,17.1425,21.252499999999998,17.3725,12.647499999999999,14.29,13.639999999999999,14.804999999999998,14.224,13.264000000000001,14.822000000000003,13.084,15.072,14.838,15.136000000000001,14.442000000000002,13.868,13.394,13.706,14.559999999999999,13.742,15.560000000000002,14.512,14.122,16.766000000000002
남부터미널,1210015766.6666667,37.484673339999986,127.01694640000004,31186.0,37.484673339999986,127.01694640000004,20210717.0,1210015766.6666667,614.0,3.0,22.152500000000003,24.409166666666668,23.01166666666667,25.740833333333338,23.66166666666666,23.17583333333334,21.498333333333335,21.452,21.874666666666666,21.747333333333337,21.137999999999998,19.770666666666667,20.005333333333333,19.453333333333333,18.766666666666666,18.442666666666664,19.54533333333334,19.540666666666667,20.96533333333333,21.515333333333334,20.419999999999998,20.375333333333337,21.493999999999996,22.34133333333334
남부터미널2,1210015900.0,37.48436736000001,127.0142192,64170.0,37.48436736000001,127.0142192,20210717.0,1210015900.0,441.0,2.0,27.064999999999998,26.592499999999998,27.5675,28.044999999999998,28.805,30.185,29.135,25.490000000000002,25.821999999999996,22.516,19.546,16.794,17.895999999999997,18.901999999999994,19.278,19.92,21.188000000000002,21.18,23.217999999999996,25.762,25.028,25.838,27.433999999999997,27.714
남성역,1210014450.0,37.484119800000016,126.97257390000001,19764.0,37.484119800000016,126.97257390000001,20210717.0,1210014450.0,1317.0,2.0,24.466250000000006,25.482499999999998,27.3075,27.1,28.008750000000003,25.553749999999997,25.30125,23.884999999999998,23.242000000000004,20.908999999999995,17.265,15.318000000000001,15.051000000000002,15.642999999999997,16.067999999999998,17.137999999999998,17.363,17.822,18.252,19.682,20.952999999999996,21.941000000000003,21.797999999999995,23.557
내방역,1210018850.0,37.490004,126.99245500000004,25146.0,37.490004,126.99245500000004,20210717.0,1210018850.0,638.0,2.0,25.073750000000004,24.39125,22.972499999999997,24.724999999999998,23.561250000000005,22.329999999999995,23.365,21.667000000000005,27.383999999999997,26.079,22.131999999999998,19.614,17.380000000000003,16.715,18.232999999999997,19.056999999999995,20.278000000000002,18.311999999999998,18.724,20.477,21.357999999999997,23.107,24.41,24.514000000000003
노량진동,1190005100.0,37.513068,126.946537,36061.0,37.513068,126.946537,20210717.0,1190005100.0,904.0,3.0,28.2825,29.737500000000004,29.7025,32.32,31.000000000000004,31.190000000000005,25.8725,24.682000000000002,24.766,24.266,23.136,21.546,21.104,21.160000000000004,18.298,17.554,18.106,18.759999999999998,19.374,21.1,20.068,23.096,24.066,24.528
노량진역,1190006400.0,37.51339000000001,126.940879,36061.0,37.51339000000001,126.940879,20210717.0,1190006400.0,357.0,3.0,28.1925,29.6425,27.5675,29.825000000000003,25.59,25.894999999999996,25.81,23.910000000000004,23.232,21.884000000000004,20.136,20.972,20.156,19.357999999999997,18.172000000000004,18.419999999999998,21.982,22.285999999999998,22.779999999999994,24.232000000000003,23.736,25.258,23.915999999999997,24.868000000000002
노원마들역,1100032100.0,37.660940999999994,127.058008,17677.0,37.660940999999994,127.058008,20210717.0,1100032100.0,560.0,3.0,24.0425,27.8875,29.8775,30.0025,31.642500000000002,32.4125,27.1975,26.094000000000005,22.962,20.084000000000003,19.966,19.477999999999998,18.784000000000002,17.764000000000003,18.972,19.922000000000004,19.796,18.648000000000003,18.21,18.564,20.559999999999995,20.906,20.678,23.082
노원역,1100003900.0,37.654751,127.060034,48537.0,37.654751,127.060034,20210717.0,1100003900.0,148.0,2.0,26.269999999999996,29.232499999999998,24.330000000000002,30.955000000000002,31.99,28.3225,32.0625,27.462,26.080000000000002,22.316000000000003,19.84,16.97,16.542,18.224,18.624000000000002,19.18,18.644,19.375999999999998,19.106,19.97,20.732,21.066000000000003,23.242,26.834000000000003
논현역사거리,1220027866.6666667,37.510178,127.02222299999995,41326.0,37.510178,127.02222299999995,20210717.0,1220027866.6666667,785.0,4.0,21.69083333333333,22.8625,23.9825,25.05333333333333,25.20583333333333,25.891666666666662,25.838333333333328,23.542000000000005,23.936666666666664,22.558666666666667,20.411333333333335,19.87933333333333,18.343333333333337,18.08,18.216,15.53,14.93,15.944,17.544666666666668,20.275333333333336,20.51133333333333,20.67666666666667,20.628666666666668,22.064666666666668
논현힐탑,1220029700.0,37.511557700000004,127.03226199999997,41704.0,37.511557700000004,127.03226199999997,20210717.0,1220029700.0,792.0,3.0,25.727500000000003,27.5975,27.942499999999995,29.702499999999997,28.314999999999998,27.14,27.89,26.588,26.72,25.854000000000003,25.092,23.74,21.808,21.689999999999998,21.644000000000002,22.57,22.776000000000003,22.592000000000002,25.048,26.756,25.804000000000002,23.881999999999998,23.200000000000003,24.883999999999997
답십리역,1050004600.0,37.568466,127.05110599999998,22891.0,37.568466,127.05110599999998,20210717.0,1050004600.0,725.0,5.0,35.2975,38.3775,38.45250000000001,37.912499999999994,37.625,37.112500000000004,36.222500000000004,34.258,31.220000000000006,31.766,29.351999999999993,27.244,27.28,28.686,28.725999999999992,29.702000000000005,29.764,27.594,29.806,31.688,32.239999999999995,32.61,33.54,35.9
당산,1180040066.6666667,37.535164,126.899942,35769.0,37.535164,126.899942,20210717.0,1180040066.6666667,427.0,2.6666666666666665,26.044999999999998,28.804999999999996,30.5675,31.615833333333338,32.82666666666667,30.300833333333333,30.945833333333336,26.859999999999996,25.220666666666663,23.334666666666667,22.938,22.207333333333334,21.194,20.966000000000005,20.974666666666668,21.619999999999997,21.76266666666667,21.814666666666668,21.137999999999998,20.53533333333333,21.832666666666665,23.055999999999997,23.13933333333333,25.29133333333333
당산대로,1180038466.6666667,37.53312100000001,126.90380400000002,35769.0,37.53312100000001,126.90380400000002,20210717.0,1180038466.6666667,401.0,3.0,23.476666666666663,26.368333333333336,26.489166666666662,26.194166666666664,28.595000000000002,26.240833333333338,22.964166666666667,24.844,25.831999999999994,24.800000000000004,22.986666666666668,23.260000000000005,23.10666666666667,21.814,22.966666666666665,21.898,22.962,24.50133333333333,25.064666666666664,24.767999999999997,24.09266666666667,24.98866666666667,25.091999999999995,26.199999999999996
당산역사거리,1180040033.3333333,37.533984,126.90115599999996,35769.0,37.533984,126.90115599999996,20210717.0,1180040033.3333333,427.0,2.3333333333333335,28.169999999999998,30.9175,32.1825,31.94666666666667,34.55583333333333,32.689166666666665,33.99666666666667,28.104,25.457333333333334,24.197333333333333,24.846,23.930666666666664,23.8,23.566,23.627333333333336,23.98,24.53333333333334,24.599333333333337,23.186,22.56666666666667,24.057333333333336,25.606,25.92466666666667,26.912666666666667
대우재단빌딩,1010002566.6666666,37.556781,126.97508100000003,22260.0,37.556781,126.97508100000003,20210717.0,1010002566.6666666,960.0,2.0,25.04416666666667,25.77416666666667,27.060833333333335,26.885,28.883333333333336,27.37,23.758333333333336,24.77066666666667,24.529333333333334,23.08133333333333,19.60533333333333,17.805333333333333,16.579333333333338,16.968666666666667,16.93266666666667,16.889999999999997,17.494666666666667,18.529333333333334,20.706,22.223333333333336,22.874,23.735333333333333,23.382666666666662,24.917333333333332
대치,1220024233.3333333,37.49966174999999,127.0622171,49688.0,37.49966174999999,127.0622171,20210717.0,1220024233.3333333,624.6666666666666,3.3333333333333335,28.209999999999997,28.91166666666666,29.840000000000003,30.876666666666665,31.712500000000002,29.975000000000005,28.15666666666667,25.983333333333338,23.028,16.666666666666668,18.148000000000003,18.703999999999997,15.466666666666667,10.289333333333332,13.994666666666665,17.637999999999998,17.592,12.448,16.507333333333335,21.01066666666667,22.83533333333333,21.024666666666672,16.975333333333335,25.85533333333333
