,store_name,유동인구_평균_x,차선수_x,cluster,LINK_ID,lat_x,lot_x,유동인구_평균_y,lat_y,lot_y,일자,링크아이디,거리,차선수_y,01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
150,서초법원,64170.0,3.0,3,1210020300.0,37.49297000000001,127.01187500000002,64170.0,37.49297000000001,127.01187500000002,20210715.5,1210020300.0,569.0,3.0,27.535,29.012500000000003,28.0075,34.41,33.5125,27.087500000000002,21.630000000000003,16.0975,9.9775,8.43,8.09,8.41,10.049999999999999,11.31,10.572500000000002,10.430000000000001,13.155000000000001,13.015,12.7025,16.5175,19.69,18.887500000000003,17.7075,23.0525
189,신세계타임스퀘어1F,50662.0,3.0,3,1180018000.0,37.517162,126.905608,50662.0,37.517162,126.905608,20210715.5,1180018000.0,202.0,3.0,17.747500000000002,18.145,13.9675,26.82,17.36,19.6325,17.0075,12.6425,12.1275,13.2925,12.1825,10.549999999999999,10.3775,10.7675,9.3925,8.915000000000001,9.3575,10.18,8.6125,9.68,12.5875,12.7025,13.4425,14.082500000000001
190,신세계타임스퀘어B2,50662.0,3.0,3,1180018000.0,37.517162,126.905608,50662.0,37.517162,126.905608,20210715.5,1180018000.0,202.0,3.0,17.747500000000002,18.145,13.9675,26.82,17.36,19.6325,17.0075,12.6425,12.1275,13.2925,12.1825,10.549999999999999,10.3775,10.7675,9.3925,8.915000000000001,9.3575,10.18,8.6125,9.68,12.5875,12.7025,13.4425,14.082500000000001
207,양천향교역,48802.0,3.0,3,1150017000.0,37.56696399999999,126.840731,48802.0,37.56696399999999,126.840731,20210715.5,1150017000.0,593.0,3.0,31.177500000000002,33.72,33.74250000000001,34.9525,31.105000000000004,33.5325,36.0525,31.1075,29.695,27.237499999999997,27.1875,26.1975,26.294999999999998,25.535000000000004,26.28,27.280000000000005,26.245,27.0375,27.927500000000002,28.912500000000005,26.475,26.5475,29.0575,30.450000000000003
212,역삼이마트,52263.0,2.0,3,1220023900.0,37.499367,127.048425,52263.0,37.499367,127.048425,20210715.5,1220023900.0,587.0,2.0,27.165,25.8,24.3475,26.317500000000003,24.7025,25.335,24.2675,25.3375,23.709999999999997,22.369999999999997,22.34,23.360000000000003,21.89,21.307499999999997,20.7275,19.874999999999996,17.2275,16.75,18.4775,19.3325,20.939999999999998,18.9625,20.2675,25.7125
215,연대동문,47972.0,3.0,3,1120004900.0,37.566385,126.946273,47972.0,37.566385,126.946273,20210715.5,1120004900.0,625.0,3.0,41.505,43.4075,43.8475,43.275,43.184999999999995,42.06,38.8725,31.677499999999995,25.315000000000005,24.3675,23.907500000000002,22.7975,22.889999999999997,23.6225,18.04,15.1675,13.865000000000002,9.93,7.1225,9.7375,25.135,33.239999999999995,35.495,40.9675
223,영동2교,50429.0,3.0,3,1220008533.3333333,37.48203954000001,127.0425748,50429.0,37.48203954000001,127.0425748,20210715.5,1220008533.3333333,344.3333333333333,3.0,27.599166666666672,25.848333333333333,25.61833333333334,27.200833333333332,28.176666666666673,31.668333333333337,34.56583333333333,31.174999999999997,24.965000000000003,24.485,25.26333333333334,25.97083333333333,25.734166666666667,25.598333333333333,24.596666666666675,24.36916666666667,23.097499999999997,22.786666666666672,22.625,24.346666666666664,28.473333333333333,30.498333333333335,27.597499999999997,25.420833333333334
224,영등포KT,50662.0,3.0,3,1180032000.0,37.526419,126.90531399999999,50662.0,37.526419,126.90531399999999,20210715.5,1180032000.0,317.0,3.0,26.855,27.177500000000002,24.822499999999998,31.305000000000007,33.459999999999994,32.6275,24.812500000000004,20.8125,16.8725,17.515,18.0575,17.375,19.404999999999998,19.630000000000003,18.7375,17.035,18.4825,19.087500000000002,17.242499999999996,19.374999999999996,18.505,21.9125,24.177500000000002,26.1475
242,이마빌딩,53772.0,2.0,3,1000008500.0,37.5738637,126.97897149999997,53772.0,37.5738637,126.97897149999997,20210715.5,1000008500.0,253.0,2.0,25.604999999999997,25.272499999999997,30.4675,28.1925,26.974999999999998,29.572499999999998,26.957500000000003,20.6975,18.6375,21.7425,21.65,21.7975,18.384999999999998,19.085,21.12,20.392500000000002,19.6125,22.32,18.105,21.13,23.422499999999996,24.077499999999997,25.617500000000003,27.107499999999998
257,중계역,48537.0,2.0,3,1100002700.0,37.64817,127.06224399999999,48537.0,37.64817,127.06224399999999,20210715.5,1100002700.0,413.0,2.0,36.6025,34.4375,30.2975,32.684999999999995,34.985,32.5475,27.725000000000005,25.909999999999997,23.665,22.8725,21.517500000000002,21.8875,23.53,23.57,22.14,20.7675,21.325,22.220000000000002,21.8825,24.7275,27.042499999999997,27.924999999999997,29.365,33.345
281,홍대공항철도역,62256.0,3.0,3,1130003750.0,37.55749100000001,126.92514600000003,62256.0,37.55749100000001,126.92514600000003,20210715.5,1130003750.0,593.5,3.0,19.713749999999997,21.75,23.73625,23.36875,24.58875,23.451249999999995,23.73125,22.305,20.265,18.17375,17.09375,16.552500000000002,16.2625,15.822500000000002,14.86375,14.39875,14.51625,14.540000000000001,13.391250000000001,14.69,15.732499999999998,16.14875,17.135000000000005,18.195
283,홍대역,62256.0,3.0,3,1130003733.3333333,37.55717500000001,126.92365399999996,62256.0,37.55717500000001,126.92365399999996,20210715.5,1130003733.3333333,594.6666666666666,3.0,19.4175,21.521666666666665,23.32083333333333,23.25583333333333,24.135,22.999999999999996,23.7675,22.6525,20.388333333333332,18.374166666666664,17.075,16.290833333333335,15.658333333333331,15.274166666666668,14.571666666666665,14.045833333333333,13.9275,13.843333333333334,13.151666666666669,14.714166666666666,15.3575,15.776666666666666,16.815000000000005,17.775833333333335
284,홍대역8번출구,62256.0,3.0,3,1130003766.6666667,37.556743499999996,126.92416649999997,62256.0,37.556743499999996,126.92416649999997,20210715.5,1130003766.6666667,592.3333333333334,3.0,20.009999999999994,21.978333333333335,24.151666666666667,23.481666666666666,25.0425,23.9025,23.694999999999997,21.957499999999996,20.141666666666662,17.97333333333333,17.1125,16.81416666666667,16.866666666666664,16.370833333333334,15.155833333333334,14.751666666666667,15.104999999999999,15.236666666666666,13.630833333333333,14.665833333333337,16.107499999999998,16.520833333333332,17.455000000000002,18.614166666666666
285,홍대입구역사거리R,62256.0,3.0,3,1130002500.0,37.55463600000001,126.92035999999999,62256.0,37.55463600000001,126.92035999999999,20210715.5,1130002500.0,405.0,3.0,24.790000000000003,28.1875,29.042499999999997,32.26,31.995,23.977500000000003,25.942500000000003,23.2625,22.7875,21.607499999999998,18.3425,16.5225,14.07,13.407499999999999,13.1725,12.6525,12.247499999999999,13.16,11.63,14.642500000000002,16.810000000000002,17.769999999999996,16.515,18.3525
288,화곡동,47359.0,3.0,3,1140038200.0,37.5405115,126.83724129999999,47359.0,37.5405115,126.83724129999999,20210715.5,1140038200.0,1315.0,3.0,24.130000000000003,23.965,22.5025,24.692500000000003,24.834999999999997,20.1025,18.085,18.2525,15.975,13.7825,14.37,14.954999999999998,16.3925,15.465,15.107499999999998,15.487499999999997,14.7975,14.600000000000001,15.474999999999998,15.55,17.7725,18.365,20.0075,20.780000000000005
