,LINK_ID,store_name,store_addr,lat_x,lot_x,도로_x,layer,path,지역,구로구,동,도로_y,유동인구_평균,lat_y,lot_y,일자,요일,도로명,링크아이디,시점명,종점명,방향,거리,차선수,기능유형구분,도심/외곽구분,권역구분,01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
321,1220034400,압구정윤성빌딩,서울특별시 강남구 논현로 834 (신사동)1522-3232,37.5227934,127.0286009,논현로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,신사동,논현로,34464,37.5227934,127.0286009,20210712,월,논현로,1220034400,압구정역,강남을지병원,상행,833,2,주간선도로,외곽,강남구,28.35,28.15,29.36,26.16,28.83,33.85,30.19,25.06,16.51,13.49,13.63,19.03,22.1,19.88,17.19,13.99,13.04,17.07,19.19,21.97,22.49,23.44,26.43,28.55
328,1220034400,압구정윤성빌딩,서울특별시 강남구 논현로 834 (신사동)1522-3232,37.5227934,127.0286009,논현로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,신사동,논현로,34464,37.5227934,127.0286009,20210719,월,논현로,1220034400,압구정역,강남을지병원,상행,833,2,주간선도로,외곽,강남구,29.37,32.25,34.75,32.27,31.81,33.12,30.31,25.08,18.66,11.73,14.94,17.44,20.56,18.03,15.39,10.55,10.49,11.44,13.29,17.44,22.58,23.72,26.87,26.2
335,1220034400,압구정윤성빌딩,서울특별시 강남구 논현로 834 (신사동)1522-3232,37.5227934,127.0286009,논현로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,신사동,논현로,34464,37.5227934,127.0286009,20210726,월,논현로,1220034400,압구정역,강남을지병원,상행,833,2,주간선도로,외곽,강남구,27.98,26.83,29.45,38.04,29.89,27.79,30.1,26.07,15.58,11.01,11.84,17.27,18.94,17.75,13.29,8.54,10.46,13.45,17.3,18.85,24.4,26.48,25.64,25.3
345,1220034500,압구정윤성빌딩,서울특별시 강남구 논현로 834 (신사동)1522-3232,37.5227934,127.0286009,논현로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,신사동,논현로,34464,37.5227934,127.0286009,20210705,월,논현로,1220034500,강남을지병원,압구정역,하행,835,3,주간선도로,외곽,강남구,33.4,36.36,38.01,36.5,36.45,35.68,38.06,37.5,31.98,30.12,28.38,29.98,24.49,23.84,23.94,16.84,16.87,23.23,24.2,28.79,30.4,32.8,33.44,36.63
352,1220034500,압구정윤성빌딩,서울특별시 강남구 논현로 834 (신사동)1522-3232,37.5227934,127.0286009,논현로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,신사동,논현로,34464,37.5227934,127.0286009,20210712,월,논현로,1220034500,강남을지병원,압구정역,하행,835,3,주간선도로,외곽,강남구,38.24,38.34,42.39,37.06,31.87,35.77,34.32,37.33,31.43,31.81,28.85,27.99,30.43,27.11,23.41,20.83,21.49,25.4,25.53,30.63,32.81,30.25,30.8,34.19
359,1220034500,압구정윤성빌딩,서울특별시 강남구 논현로 834 (신사동)1522-3232,37.5227934,127.0286009,논현로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,신사동,논현로,34464,37.5227934,127.0286009,20210719,월,논현로,1220034500,강남을지병원,압구정역,하행,835,3,주간선도로,외곽,강남구,35.06,37.28,37.42,33.62,39.63,35.76,38.65,40.32,35.87,32.44,27.89,29.04,26.69,27.16,22.21,20.8,23.04,26.01,24.78,26.43,30.62,30.76,32.57,32.48
366,1220034500,압구정윤성빌딩,서울특별시 강남구 논현로 834 (신사동)1522-3232,37.5227934,127.0286009,논현로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,신사동,논현로,34464,37.5227934,127.0286009,20210726,월,논현로,1220034500,강남을지병원,압구정역,하행,835,3,주간선도로,외곽,강남구,31.34,37.75,40.2,31.23,31.19,32.78,34.04,39.18,34.69,30.71,27.48,28.25,25.16,26.83,23.58,23.66,20.83,24.78,26.96,30.05,31.33,32.42,35.27,37.88
376,1220028000,삼성역섬유센터R,서울특별시 강남구 테헤란로 518 (대치동)1522-3232,37.50775,127.060651,테헤란로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,대치2동,테헤란로,49688,37.50775,127.060651,20210705,월,테헤란로,1220028000,삼성역,포스코사거리,상행,622,4,주간선도로,외곽,강남구,20.0,22.16,20.2,21.38,28.27,31.23,31.87,22.85,13.61,12.72,9.81,9.07,13.91,13.95,12.4,11.88,14.94,14.94,21.88,25.66,26.1,20.35,15.35,15.02
383,1220028000,삼성역섬유센터R,서울특별시 강남구 테헤란로 518 (대치동)1522-3232,37.50775,127.060651,테헤란로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,대치2동,테헤란로,49688,37.50775,127.060651,20210712,월,테헤란로,1220028000,삼성역,포스코사거리,상행,622,4,주간선도로,외곽,강남구,20.11,24.5,26.19,26.84,28.08,31.98,34.67,20.88,15.34,10.97,7.11,7.96,13.13,11.8,9.59,9.13,12.25,15.65,21.6,24.25,25.43,26.08,19.41,16.84
390,1220028000,삼성역섬유센터R,서울특별시 강남구 테헤란로 518 (대치동)1522-3232,37.50775,127.060651,테헤란로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,대치2동,테헤란로,49688,37.50775,127.060651,20210719,월,테헤란로,1220028000,삼성역,포스코사거리,상행,622,4,주간선도로,외곽,강남구,19.12,22.12,22.13,24.61,25.34,35.96,34.04,20.45,16.38,13.21,9.14,8.5,14.12,12.9,8.8,9.2,13.68,15.51,21.09,24.95,23.04,23.4,17.6,17.38
397,1220028000,삼성역섬유센터R,서울특별시 강남구 테헤란로 518 (대치동)1522-3232,37.50775,127.060651,테헤란로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,대치2동,테헤란로,49688,37.50775,127.060651,20210726,월,테헤란로,1220028000,삼성역,포스코사거리,상행,622,4,주간선도로,외곽,강남구,22.21,22.28,27.58,27.26,28.15,32.32,28.87,19.43,14.18,11.87,9.34,9.96,14.3,12.47,11.07,12.02,12.07,14.08,21.19,24.91,23.49,20.45,18.22,16.96
407,1220028100,삼성역섬유센터R,서울특별시 강남구 테헤란로 518 (대치동)1522-3232,37.50775,127.060651,테헤란로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,대치2동,테헤란로,49688,37.50775,127.060651,20210705,월,테헤란로,1220028100,포스코사거리,삼성역,하행,622,4,주간선도로,외곽,강남구,21.78,21.76,21.54,29.11,27.83,32.74,34.25,22.14,23.8,20.61,18.64,16.48,16.64,15.88,14.48,13.37,12.11,12.36,10.09,11.97,15.09,15.44,14.48,15.93
414,1220028100,삼성역섬유센터R,서울특별시 강남구 테헤란로 518 (대치동)1522-3232,37.50775,127.060651,테헤란로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,대치2동,테헤란로,49688,37.50775,127.060651,20210712,월,테헤란로,1220028100,포스코사거리,삼성역,하행,622,4,주간선도로,외곽,강남구,21.64,28.35,25.51,28.46,31.64,30.77,32.74,23.42,21.25,20.7,19.84,16.35,16.16,17.63,16.68,16.77,14.41,11.87,9.5,13.6,17.55,17.01,16.38,17.52
421,1220028100,삼성역섬유센터R,서울특별시 강남구 테헤란로 518 (대치동)1522-3232,37.50775,127.060651,테헤란로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,대치2동,테헤란로,49688,37.50775,127.060651,20210719,월,테헤란로,1220028100,포스코사거리,삼성역,하행,622,4,주간선도로,외곽,강남구,21.72,26.57,26.68,29.64,28.93,29.33,30.82,26.9,24.44,20.95,19.31,18.92,17.65,15.15,13.36,12.14,10.75,10.08,8.52,7.33,14.47,18.06,15.15,17.08
428,1220028100,삼성역섬유센터R,서울특별시 강남구 테헤란로 518 (대치동)1522-3232,37.50775,127.060651,테헤란로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,대치2동,테헤란로,49688,37.50775,127.060651,20210726,월,테헤란로,1220028100,포스코사거리,삼성역,하행,622,4,주간선도로,외곽,강남구,21.81,22.68,28.06,19.28,23.59,28.92,27.15,24.06,21.88,20.75,18.76,19.15,17.16,14.34,14.45,13.12,14.46,12.3,9.42,13.82,16.6,17.51,15.96,17.21
438,1220010200,양재강남빌딩R,서울특별시 강남구 남부순환로 2621 (도곡동)1522-3232,37.485192,127.036685,남부순환로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,도곡1동,남부순환로,36550,37.485192,127.036685,20210705,월,남부순환로,1220010200,양재전화국,양재역,하행,657,4,주간선도로,외곽,서초구,41.18,42.72,43.11,43.7,44.8,42.8,38.64,27.24,28.47,29.46,28.24,25.19,28.86,32.81,28.37,26.31,20.23,15.13,19.66,30.0,32.76,35.71,38.24,41.24
445,1220010200,양재강남빌딩R,서울특별시 강남구 남부순환로 2621 (도곡동)1522-3232,37.485192,127.036685,남부순환로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,도곡1동,남부순환로,36550,37.485192,127.036685,20210712,월,남부순환로,1220010200,양재전화국,양재역,하행,657,4,주간선도로,외곽,서초구,39.98,45.19,46.44,45.95,48.61,43.86,37.32,32.05,30.36,28.19,27.87,30.77,31.7,31.88,33.42,26.44,21.84,22.08,21.2,29.73,32.76,35.82,38.61,39.46
452,1220010200,양재강남빌딩R,서울특별시 강남구 남부순환로 2621 (도곡동)1522-3232,37.485192,127.036685,남부순환로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,도곡1동,남부순환로,36550,37.485192,127.036685,20210719,월,남부순환로,1220010200,양재전화국,양재역,하행,657,4,주간선도로,외곽,서초구,42.5,41.23,47.19,47.72,45.21,43.4,37.89,30.49,29.47,29.6,24.57,23.96,29.4,29.41,28.54,21.54,17.59,14.07,11.19,14.25,30.37,36.25,36.96,40.47
459,1220010200,양재강남빌딩R,서울특별시 강남구 남부순환로 2621 (도곡동)1522-3232,37.485192,127.036685,남부순환로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,도곡1동,남부순환로,36550,37.485192,127.036685,20210726,월,남부순환로,1220010200,양재전화국,양재역,하행,657,4,주간선도로,외곽,서초구,42.38,43.25,42.93,46.04,47.57,41.47,37.85,31.7,29.91,28.59,27.88,21.93,27.2,31.6,28.9,22.61,25.25,20.37,19.41,26.04,33.4,34.09,36.0,41.17
469,1220026800,선릉동신빌딩R,서울특별시 강남구 테헤란로 409 (삼성동)1522-3232,37.505321,127.050409,테헤란로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,삼성2동,테헤란로,38899,37.505321,127.050409,20210705,월,테헤란로,1220026800,포스코사거리,선릉역,상행,721,4,주간선도로,외곽,강남구,31.95,33.61,33.47,35.35,32.73,34.96,31.67,27.97,26.87,24.99,23.68,20.42,22.05,20.1,20.2,18.65,19.97,20.07,21.51,23.69,24.05,20.47,13.61,16.81
476,1220026800,선릉동신빌딩R,서울특별시 강남구 테헤란로 409 (삼성동)1522-3232,37.505321,127.050409,테헤란로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,삼성2동,테헤란로,38899,37.505321,127.050409,20210712,월,테헤란로,1220026800,포스코사거리,선릉역,상행,721,4,주간선도로,외곽,강남구,30.35,29.65,35.68,30.89,34.0,33.65,33.01,32.47,25.8,25.3,22.48,23.08,22.69,21.83,21.2,21.6,22.66,20.11,21.25,24.45,24.19,22.85,15.55,18.99
483,1220026800,선릉동신빌딩R,서울특별시 강남구 테헤란로 409 (삼성동)1522-3232,37.505321,127.050409,테헤란로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,삼성2동,테헤란로,38899,37.505321,127.050409,20210719,월,테헤란로,1220026800,포스코사거리,선릉역,상행,721,4,주간선도로,외곽,강남구,27.63,29.12,30.1,34.93,33.29,36.09,33.4,31.47,25.81,25.03,22.28,17.64,18.87,19.25,17.64,18.13,18.94,18.15,17.59,20.23,22.59,21.72,20.82,24.16
490,1220026800,선릉동신빌딩R,서울특별시 강남구 테헤란로 409 (삼성동)1522-3232,37.505321,127.050409,테헤란로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,삼성2동,테헤란로,38899,37.505321,127.050409,20210726,월,테헤란로,1220026800,포스코사거리,선릉역,상행,721,4,주간선도로,외곽,강남구,29.38,29.67,33.55,32.66,32.1,34.57,34.81,31.96,27.52,24.49,21.09,18.23,20.02,20.85,18.06,19.07,19.39,19.67,20.05,24.0,22.78,21.64,21.51,24.27
500,1220030000,봉은사로선정릉,서울특별시 강남구 봉은사로 446 (삼성동)1522-3232,37.511293,127.048409,봉은사로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,삼성2동,봉은사로,38899,37.511293,127.048409,20210705,월,봉은사로,1220030000,차관아파트,선정릉역,상행,891,3,주간선도로,외곽,강남구,30.63,30.91,30.27,28.06,28.29,27.45,27.82,24.23,22.82,21.03,18.81,15.17,17.33,19.47,17.14,13.99,16.71,17.65,17.65,22.19,21.87,23.39,23.02,25.59
507,1220030000,봉은사로선정릉,서울특별시 강남구 봉은사로 446 (삼성동)1522-3232,37.511293,127.048409,봉은사로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,삼성2동,봉은사로,38899,37.511293,127.048409,20210712,월,봉은사로,1220030000,차관아파트,선정릉역,상행,891,3,주간선도로,외곽,강남구,28.09,28.05,28.92,28.63,31.02,28.76,26.14,23.72,22.13,18.61,13.89,16.05,17.35,15.43,12.72,12.28,15.82,15.86,19.7,24.28,23.68,22.86,24.28,27.44
514,1220030000,봉은사로선정릉,서울특별시 강남구 봉은사로 446 (삼성동)1522-3232,37.511293,127.048409,봉은사로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,삼성2동,봉은사로,38899,37.511293,127.048409,20210719,월,봉은사로,1220030000,차관아파트,선정릉역,상행,891,3,주간선도로,외곽,강남구,31.07,29.1,30.2,30.11,30.96,24.3,26.31,24.78,22.23,20.79,17.4,15.7,19.3,21.38,16.32,16.12,15.04,15.86,21.21,24.78,22.51,24.27,25.62,28.18
521,1220030000,봉은사로선정릉,서울특별시 강남구 봉은사로 446 (삼성동)1522-3232,37.511293,127.048409,봉은사로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,삼성2동,봉은사로,38899,37.511293,127.048409,20210726,월,봉은사로,1220030000,차관아파트,선정릉역,상행,891,3,주간선도로,외곽,강남구,30.51,28.77,27.08,32.28,34.05,25.54,26.48,28.13,23.75,18.43,17.68,17.04,18.29,18.89,16.55,14.86,14.11,16.64,20.63,21.31,23.76,24.97,25.76,27.16
531,1220030100,봉은사로선정릉,서울특별시 강남구 봉은사로 446 (삼성동)1522-3232,37.511293,127.048409,봉은사로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,삼성2동,봉은사로,38899,37.511293,127.048409,20210705,월,봉은사로,1220030100,선정릉역,차관아파트,하행,891,3,주간선도로,외곽,강남구,32.93,32.68,31.02,37.9,40.46,32.26,28.78,27.67,24.49,22.6,24.39,23.5,22.52,21.45,22.44,20.58,19.33,18.79,16.23,15.02,20.4,23.48,24.95,27.93
538,1220030100,봉은사로선정릉,서울특별시 강남구 봉은사로 446 (삼성동)1522-3232,37.511293,127.048409,봉은사로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,삼성2동,봉은사로,38899,37.511293,127.048409,20210712,월,봉은사로,1220030100,선정릉역,차관아파트,하행,891,3,주간선도로,외곽,강남구,29.11,35.15,35.14,39.32,37.22,39.0,31.75,28.38,24.93,24.09,23.74,22.33,22.88,23.95,23.03,22.02,21.09,20.28,17.69,20.97,22.38,23.63,26.15,30.84
545,1220030100,봉은사로선정릉,서울특별시 강남구 봉은사로 446 (삼성동)1522-3232,37.511293,127.048409,봉은사로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,삼성2동,봉은사로,38899,37.511293,127.048409,20210719,월,봉은사로,1220030100,선정릉역,차관아파트,하행,891,3,주간선도로,외곽,강남구,31.1,36.05,36.25,32.2,39.05,39.0,37.81,31.74,26.09,24.62,23.03,24.43,23.21,22.88,22.19,22.73,18.28,17.05,13.88,16.0,20.88,22.55,26.05,29.46
552,1220030100,봉은사로선정릉,서울특별시 강남구 봉은사로 446 (삼성동)1522-3232,37.511293,127.048409,봉은사로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,삼성2동,봉은사로,38899,37.511293,127.048409,20210726,월,봉은사로,1220030100,선정릉역,차관아파트,하행,891,3,주간선도로,외곽,강남구,32.02,36.95,37.45,36.85,38.72,34.03,36.72,28.15,25.05,25.05,23.75,23.68,21.87,23.65,22.4,20.28,21.86,19.95,15.82,19.86,22.28,23.72,24.72,30.13
562,1220032800,강남구청정문,서울특별시 강남구 학동로 419 (청담동)1522-3232,37.518181,127.045995,학동로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,청담동,학동로,43176,37.518181,127.045995,20210705,월,학동로,1220032800,청담공원앞,강남구청역,상행,812,3,보조간선도로,외곽,강남구,29.92,31.95,33.57,35.69,33.1,26.4,30.41,28.66,26.37,23.64,21.23,17.56,19.89,21.22,20.49,19.49,22.12,21.83,24.26,27.67,26.24,24.73,28.03,27.69
569,1220032800,강남구청정문,서울특별시 강남구 학동로 419 (청담동)1522-3232,37.518181,127.045995,학동로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,청담동,학동로,43176,37.518181,127.045995,20210712,월,학동로,1220032800,청담공원앞,강남구청역,상행,812,3,보조간선도로,외곽,강남구,26.38,31.51,31.47,29.64,31.41,28.86,29.23,29.41,25.18,17.18,14.86,16.0,18.17,20.41,20.45,20.92,23.31,21.43,23.34,25.19,24.99,25.75,26.43,25.71
576,1220032800,강남구청정문,서울특별시 강남구 학동로 419 (청담동)1522-3232,37.518181,127.045995,학동로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,청담동,학동로,43176,37.518181,127.045995,20210719,월,학동로,1220032800,청담공원앞,강남구청역,상행,812,3,보조간선도로,외곽,강남구,32.92,34.34,36.12,38.79,35.3,30.57,30.5,26.37,27.29,20.65,16.0,15.85,18.61,18.69,18.82,18.15,18.37,21.38,21.87,25.7,26.61,26.05,26.58,32.04
583,1220032800,강남구청정문,서울특별시 강남구 학동로 419 (청담동)1522-3232,37.518181,127.045995,학동로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,청담동,학동로,43176,37.518181,127.045995,20210726,월,학동로,1220032800,청담공원앞,강남구청역,상행,812,3,보조간선도로,외곽,강남구,31.61,27.97,34.53,31.99,24.6,34.1,31.26,28.57,29.32,22.07,15.74,15.83,17.41,21.03,19.4,19.02,21.13,21.48,22.98,24.09,24.49,29.02,27.6,28.51
593,1220019900,도곡공원,서울특별시 강남구 도곡로 205 (역삼동)1522-3232,37.492805,127.041309,도곡로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,역삼2동,도곡로,52263,37.492805,127.041309,20210705,월,논현로,1220019900,도곡1동주민센터,구역삼세무서,하행,409,3,주간선도로,외곽,강남구,29.41,32.8,38.02,40.4,34.27,38.59,30.32,24.24,12.33,9.11,8.39,10.28,13.69,16.0,13.27,14.97,14.31,16.66,17.47,18.56,22.24,25.49,26.76,27.64
600,1220019900,도곡공원,서울특별시 강남구 도곡로 205 (역삼동)1522-3232,37.492805,127.041309,도곡로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,역삼2동,도곡로,52263,37.492805,127.041309,20210712,월,논현로,1220019900,도곡1동주민센터,구역삼세무서,하행,409,3,주간선도로,외곽,강남구,28.64,35.48,34.02,27.15,38.69,36.29,33.95,19.84,11.3,8.72,7.87,8.73,20.24,17.46,14.86,16.21,20.78,19.16,21.43,23.02,25.98,24.74,30.93,26.33
607,1220019900,도곡공원,서울특별시 강남구 도곡로 205 (역삼동)1522-3232,37.492805,127.041309,도곡로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,역삼2동,도곡로,52263,37.492805,127.041309,20210719,월,논현로,1220019900,도곡1동주민센터,구역삼세무서,하행,409,3,주간선도로,외곽,강남구,26.54,35.51,39.75,32.22,45.01,37.31,31.46,25.45,12.64,8.89,9.28,8.52,12.5,13.22,10.95,9.51,13.96,16.12,18.64,21.52,23.46,26.78,28.0,29.01
