,store_name,유동인구_평균_x,차선수_x,cluster,LINK_ID,lat_x,lot_x,유동인구_평균_y,lat_y,lot_y,일자,링크아이디,거리,차선수_y,01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
51,노량진동,36061,3,1,1190005100,37.513068,126.946537,36061,37.513068,126.946537,20210715.5,1190005100,904,3,28.94,32.8825,34.2925,32.14,33.8975,28.6075,25.8875,23.98,22.0025,23.2675,22.3825,23.3125,23.2075,23.2525,23.725,24.12,22.65,22.325,22.4525,24.7875,24.775,24.94,25.1525,26.11
52,노량진역,36061,3,1,1190006400,37.51339,126.940879,36061,37.51339,126.940879,20210715.5,1190006400,357,3,30.025,25.8525,27.1325,30.0575,29.77,28.8875,25.5525,21.2625,18.81,22.28,21.4825,22.1675,22.1075,20.175,20.2075,20.065,20.7325,21.185,22.29,25.1025,22.31,23.585,23.8725,24.9325
56,논현힐탑,41704,3,1,1220029700,37.5115577,127.032262,41704,37.5115577,127.032262,20210715.5,1220029700,792,3,27.4775,28.815,28.625,28.9225,31.9925,31.5325,29.87,27.345,24.7475,24.0125,23.02,22.28,22.275,23.06,22.545,22.4825,21.23,21.2325,18.3125,21.645,24.8175,25.6825,24.065,23.9775
58,당산,35769,2.666666667,1,1180040067,37.535164,126.899942,35769,37.535164,126.899942,20210715.5,1180040067,427,2.666666667,29.27666667,31.405,33.31166667,34.51083333,34.2175,32.44583333,28.49,25.70083333,21.23416667,20.22833333,21.34666667,22.0175,22.15166667,21.5275,20.68916667,21.38666667,20.16833333,20.41333333,17.20833333,16.03083333,18.06666667,21.07666667,21.78,24.25833333
59,당산대로,35769,3,1,1180038467,37.533121,126.903804,35769,37.533121,126.903804,20210715.5,1180038467,401,3,29.48916667,28.90666667,30.71083333,33.66833333,30.7925,28.3575,27.13,25.21166667,24.84583333,23.70083333,22.635,22.08166667,22.26666667,22.88666667,21.68083333,21.645,21.23416667,22.8,20.115,19.785,24.01583333,23.95666667,23.115,22.48833333
67,대치한티,37541,3,1,1220023200,37.4984818,127.052066,37541,37.4984818,127.052066,20210715.5,1220023200,505,3,26.565,25.985,25.55,22.505,26.8725,27.995,31.6525,26.6775,19.385,18.45,17.305,17.345,20.6275,19.7725,19.1125,18.6375,18.1525,19.58,20.285,21.8775,23.3125,22.45,19.7975,20.71
80,등촌,39037,3.2,1,1150006360,37.5582043,126.8443392,39037,37.5582043,126.8443392,20210715.5,1150006360,535.4,3.2,25.4985,24.898,28.0515,29.578,27.118,26.39,23.4895,19.059,15.432,13.714,12.953,13.0965,15.607,14.927,13.395,13.5445,13.511,14.319,14.6395,16.584,18.252,19.769,20.5185,22.2905
99,목동역,32888,3,1,1140024100,37.526684,126.863986,32888,37.526684,126.863986,20210715.5,1140024100,405,3,27.7925,29.3675,28.05,27.2025,26.3475,26.7475,22.81,19.8125,21.75,21.4075,15.625,12.9225,15.5025,14.68,14.5075,14.03,13.035,11.355,10.5575,13.2875,18.8375,21.6175,24.1075,24.88
102,몬테소리,41208,3.5,1,1215023600,37.4982695,127.026865,41208,37.4982695,127.026865,20210715.5,1215023600,549,3.5,27.58125,32.47625,33.28375,34.705,36.09875,36.67875,36.06125,29.36,23.19125,22.095,20.88,21.55875,22.34375,22.95875,23.0825,22.65875,22.82625,23.25125,22.385,22.40625,25.91,26.83875,25.11125,27.47125
111,발산역,39037,3,1,1150014300,37.56033,126.839279,39037,37.56033,126.839279,20210715.5,1150014300,535,3,22.8775,20.6925,24.42,25.92,22.5825,20.4925,19.3275,23.98,25.315,23.4825,25.535,24.3575,23.6575,24.115,23.2325,23.1125,23.5625,23.1,22.785,23.235,24.42,26.045,27.03,24.1525
120,봉은사로선정릉,38899,3,1,1220030067,37.511293,127.048409,38899,37.511293,127.048409,20210715.5,1220030067,891,3,30.885,33.2075,33.01583333,34.30166667,36.26833333,32.88583333,31.40583333,27.72833333,24.3375,22.63166667,21.46666667,20.98666667,21.1025,21.58583333,20.2375,19.03916667,18.56666667,18.17916667,17.2025,19.68833333,21.975,23.52083333,25.20166667,28.7575
121,봉은사역,35255,3,1,1220031450,37.515,127.063196,35255,37.515,127.063196,20210715.5,1220031450,577.5,3,31.4025,34.285,34.73375,33.30375,34.095,33.6725,30.76375,28.45625,26.36125,22.66,20.2525,19.89,23.42875,22.39375,21.3575,22.35375,22.30625,21.10875,18.6475,20.4075,24.37,25.84375,24.50875,25.9775
122,불광역,34060,3,1,1110012100,37.609382,126.9303971,34060,37.609382,126.9303971,20210715.5,1110012100,289,3,31.6875,33.18,39.87,39.1225,37.7925,32.49,25.9875,21.0425,21.52,20.345,20.0375,19.7325,20.6025,19.2875,18.0125,17.2925,14.97,15.525,18.49,21.635,24.2875,25.3125,26.7,29.8425
126,삼성현대힐,38899,3,1,1220031800,37.51354184,127.0527183,38899,37.51354184,127.0527183,20210715.5,1220031800,698,3,32.3975,30.065,31.32,32.495,28.9775,35.71,33.47,26.98,19.9275,17.5825,17.9075,18.395,19.715,18.855,16.7375,16.2875,17.0125,17.8225,19.01,20.9175,23.295,24.1425,25.105,27.3825
137,서대문역,33585,3,1,1000003600,37.5667,126.96629,33585,37.5667,126.96629,20210715.5,1000003600,905,3,32.28,30.88,31.72,33.8925,34.355,32.225,30.72,26.3125,23.515,22.1625,20.35,22.9875,23.5125,24.52,24.3175,22.8525,22.62,19.615,12.8275,11.6775,19.5775,26.9675,29.5175,32.0625
141,서울교대,31186,3,1,1210016700,37.487397,127.015134,31186,37.487397,127.015134,20210715.5,1210016700,401,3,17.61,16.5375,19.9675,18.7175,17.4775,31.675,35.54,29.7925,25.87,20.4375,18.4925,17.7675,19.585,18.7225,18.1075,18.06,20.17,22.525,22.945,20.72,21.205,25.9625,28.305,23.5425
144,서울세관사거리,41704,3,1,1220031300,NaN,NaN,41704,37.514887,127.035653,20210715.5,1220031300,437,3,23.995,25.5975,25.7375,23.935,23.76,27.1225,26.265,23.0525,18.775,16.07,13.47,11.115,10.265,9.9475,9.4375,8.795,8.45,7.4775,7.3875,9.17,12.82,15.0675,18.9025,24.1275
149,서초동,31186,3,1,1210017100,37.485941,127.021525,31186,37.485941,127.021525,20210715.5,1210017100,1130,3,31.2425,29.9875,33.135,35.9525,30.1025,30.0275,29.2975,26.5225,26.1675,25.825,25.0225,25.905,26.31,26.405,25.82,25.17,25.7425,25.9775,25.74,26.84,27.2975,27.0675,28.1275,28.3275
152,서초중앙로,40479,3,1,1210022450,37.501691,127.01152,40479,37.501691,127.01152,20210715.5,1210022450,998,3,30.7,30.38,29.50375,31.465,28.245,30.245,32.205,27.2975,25.74375,23.785,23.83625,23.30875,23.39875,23.1075,21.91125,18.46,18.37125,17.2125,17.13875,21.835,26.5225,26.53125,26.26875,29.90375
153,석촌서호,31091,3,1,1230020100,37.5063929,127.0964684,31091,37.5063929,127.0964684,20210715.5,1230020100,587,3,25.8175,22.2875,24.425,22.1975,23.4375,28.105,27.9225,27.3275,24.725,26.6975,24.6725,23.1375,22.6275,23.045,22.17,20.99,21.885,21.38,21.9525,22.825,23.7975,23.8525,24.695,25.525
159,선정릉역,38899,3,1,1220030033,37.5107549,127.0445597,38899,37.5107549,127.0445597,20210715.5,1220030033,891,3,30.48,31.2075,31.06666667,32.03583333,33.67416667,29.69916667,29.04666667,26.47166667,23.535,21.17333333,19.20583333,18.48833333,19.585,20.18916667,17.96,16.67583333,16.99333333,17.34083333,18.5,21.41416667,22.465,23.69666667,24.93583333,27.925
165,송파개롱역,28576,3,1,1230011900,37.496956,127.13652,28576,37.496956,127.13652,20210715.5,1230011900,559,3,35.4325,34.495,40.115,39.9825,37.49,39.5375,35.7,34.1325,30.33,26.88,27.9125,28.8025,29.355,30.645,29.9925,28.4275,26.665,27.9475,25.355,26.1675,30.775,30.5175,30.095,33.4975
166,송파구청,33071,3,1,1230028000,37.514573,127.107404,33071,37.514573,127.107404,20210715.5,1230028000,201,3,15.335,16.1075,17.23,18.23,17.9925,16.2725,14.7525,13.3025,8.585,8.0675,8.0525,9.905,10.6025,10.2675,9.7175,10.12,10.1175,9.7125,7.77,9.5225,11.58,11.1625,11.155,11.32
167,송파나루역DT,29578,3,1,1230024300,37.510793,127.1102658,29578,37.510793,127.1102658,20210715.5,1230024300,407,3,22.4,23.8475,22.8025,25.3475,29.6475,25.7275,21.01,20.0375,18.5225,18.205,20.4725,19.7875,19.595,21.0075,18.8725,17.705,17.52,18.435,16.0625,16.5375,17.4275,17.9675,18.0125,19.3275
192,신정DT,32888,3,1,1140014900,37.521993,126.858865,32888,37.521993,126.858865,20210715.5,1140014900,922,3,28.2025,29.885,32.3525,30.625,32.3725,28.6675,28.63,26.18,20.525,22.63,22.92,22.1725,22.0675,22.8075,21.6825,18.8525,17.595,16.2025,13.37,14.1575,19.18,23.3875,24.2075,27.1
199,압구정로데오역,43176,3,1,1220035500,37.526549,127.040437,43176,37.526549,127.040437,20210715.5,1220035500,533,3,20.11,19.1125,21.135,18.1425,19.805,20.98,29.9275,23.5025,25.73,24.7375,23.27,22.135,20.75,21.1225,19.1725,17.775,18.5875,19.0525,19.855,20.385,18.3025,17.3,17.195,17.9675
202,압구정윤성빌딩,34464,2.666666667,1,1220034467,37.5227934,127.0286009,34464,37.5227934,127.0286009,20210715.5,1220034467,834.3333333,2.666666667,32.53833333,34.81833333,36.77583333,33.41166667,33.61583333,33.745,34.3075,34.13083333,27.72583333,24.72083333,23.07833333,25.005,24.53583333,23.7175,20.55166667,17.42,17.46,20.93666667,21.96,25.5125,28.50583333,29.21083333,30.8425,32.4625
219,연신내역사거리,33281,3,1,1110013800,37.61862,126.922062,33281,37.61862,126.922062,20210715.5,1110013800,614,3,30.4525,31.4375,33.0625,32.9425,29.93,31.5475,27.7375,28.375,26.82,25.6475,20.345,18.2575,17.68,16.495,13.47,13.225,11.9625,14.315,16.1925,16.1625,19.0025,22.81,23.05,24.995
230,올림픽훼미리,40430,3,1,1230008367,37.491626,127.116308,40430,37.491626,127.116308,20210715.5,1230008367,893,3,30.45416667,29.03916667,29.29333333,29.46,29.1575,28.16166667,26.68583333,25.1325,23.93583333,22.92583333,23.805,24.0425,26.02666667,26.07166667,24.55083333,24.44,23.93083333,22.4725,20.82,21.5075,24.50583333,26.725,26.5475,30.59166667
234,우장산역,35165,3,1,1150011200,37.549501,126.835984,35165,37.549501,126.835984,20210715.5,1150011200,770,3,27.695,26.03,28.9125,26.5975,25.2375,22.6225,24.56,23.4625,24.2575,22.515,20.49,18.285,17.07,18.56,19.08,19.26,18.4825,16.745,14.6925,13.575,17.9825,20.51,20.5925,22.6325
237,을지로2가,28483,3.4,1,1010014340,37.566347,126.988066,28483,37.566347,126.988066,20210715.5,1010014340,241,3.4,26.9465,28.0815,28.4455,27.861,29.104,29.479,28.0345,21.88,17.6505,18.5315,19.157,18.241,18.242,18.214,16.846,16.9235,16.89,17.1385,14.3955,17.7225,21.312,23.6985,24.747,25.087
239,을지로내외빌딩R,28483,3,1,1010014100,37.566479,126.983663,28483,37.566479,126.983663,20210715.5,1010014100,429,3,23.4075,22.86,21.19,23.1025,24.485,24.4375,28.2075,26.1775,19.4725,19.88,17.2425,14.795,15.43,15.145,12.56,11.7425,10.815,10.73,11.2525,13.97,18.6475,20.51,24.3025,23.6825
240,을지로한국빌딩,28483,3,1,1010014150,37.565722,126.98329,28483,37.565722,126.98329,20210715.5,1010014150,429,3,26.37,27.8425,25.70125,27.80875,27.77875,29.14375,28.8975,26.09125,21.91625,21.8725,19.99,17.5925,17.6075,17.5,15.66,15.1875,15.71,16.35125,15.385,17.03125,21.095,23.1075,25.40375,25.48875
241,을지병원사거리,41704,3,1,1220032300,37.5191632,127.0286446,41704,37.5191632,127.0286446,20210715.5,1220032300,676,3,29.7075,28.385,30.85,27.625,32.6725,30.895,29.365,27.985,26.4125,23.3325,21.8575,20.7475,19.585,19.58,17.425,15.8175,13.11,12.92,10.6775,13.54,21.7975,24.5,25.8675,27.4025
249,잠실새내역,34861,3,1,1230025100,37.511679,127.081062,34861,37.511679,127.081062,20210715.5,1230025100,641,3,32.665,29.47,31.1275,31.7925,31.785,30.0475,29.72,31.73,32.7875,28.02,26.325,21.61,21.165,21.065,19.6875,19.1375,21.4575,20.7125,15.7025,14.615,19.0775,22.4575,22.6775,28.9
262,차병원사거리,41704,3,1,1220028233,37.508032,127.035373,41704,37.508032,127.035373,20210715.5,1220028233,436,3,22.85916667,24.7025,25.79666667,25.78583333,26.67333333,25.86666667,23.8875,18.73916667,15.0225,12.80583333,11.64333333,11.045,10.94083333,11.25416667,10.91083333,10.45083333,10.44583333,9.874166667,10.08416667,13.08166667,16.45083333,17.67583333,15.63083333,18.26333333
265,천호사거리,45413,3,1,1240011100,37.539702,127.123542,45413,37.539702,127.123542,20210715.5,1240011100,300,3,28.8475,25.9775,31.8575,34.655,31.805,30.5975,26.89,21.06,13.935,13.4125,14.99,17.745,20.2925,19.8875,18.9075,17.6525,18.815,19.805,19.17,21.3625,22.525,23.8275,25.655,27.4325
267,청담공원,35255,3,1,1220033300,37.5186549,127.0514387,35255,37.5186549,127.0514387,20210715.5,1220033300,619,3,33.4875,30.7175,27.645,29.2475,29.3675,26.6125,30.3325,29.285,26.175,25.7425,23.475,22.3825,23.2325,24.2625,24.3675,23.6525,20.935,17.66,15.6825,17.0725,24.4575,26.5675,27.315,31.285
269,충정타워,36689,3,1,1120004100,37.559869,126.96411,36689,37.559869,126.96411,20210715.5,1120004100,571,3,28.3125,29.1,31.9975,31.685,34.185,33.435,31.325,25.6825,22.8125,22.3875,22.5875,22.97,22.2875,22.405,22.0575,20.6975,20.94,17.6375,12.9375,14.3475,22.0825,24.615,25.015,26.275
270,코엑스몰,35255,3,1,1220030850,37.513715,127.059245,35255,37.513715,127.059245,20210715.5,1220030850,625,3,26.25125,28.9475,30.29625,32.255,31.5475,27.85875,27.98125,26.6325,22.68875,19.685,17.94125,18.48625,19.8175,19.30625,18.0075,17.15625,16.63875,15.2675,14.94,16.06625,19.92875,21.1375,21.3375,24.25125
275,학동역,41704,3,1,1220032300,37.51464884,127.0307302,41704,37.51464884,127.0307302,20210715.5,1220032300,676,3,29.7075,28.385,30.85,27.625,32.6725,30.895,29.365,27.985,26.4125,23.3325,21.8575,20.7475,19.585,19.58,17.425,15.8175,13.11,12.92,10.6775,13.54,21.7975,24.5,25.8675,27.4025
