,LINK_ID,store_name,store_addr,lat_x,lot_x,도로_x,layer,path,지역,구로구,동,도로_y,유동인구_평균,lat_y,lot_y,일자,요일,도로명,링크아이디,시점명,종점명,방향,거리,차선수,기능유형구분,도심/외곽구분,권역구분,01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
2,1220027900,논현역사거리,서울특별시 강남구 강남대로 538 (논현동)1522-3232,37.510178,127.022223,강남대로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,논현1동,강남대로,41326,37.510178,127.022223,20210703,토,강남대로,1220027900,교보타워사거리,논현역,상행,785,4,주간선도로,외곽,서초구,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.03,21.54,23.63,21.78,20.89,18.37,16.9,18.76,13.04,7.72,6.96,12.24,17.09,17.23,17.86,17.25,19.63
9,1220027900,논현역사거리,서울특별시 강남구 강남대로 538 (논현동)1522-3232,37.510178,127.022223,강남대로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,논현1동,강남대로,41326,37.510178,127.022223,20210710,토,강남대로,1220027900,교보타워사거리,논현역,상행,785,4,주간선도로,외곽,서초구,19.15,19.69,22.44,23.46,24.06,24.0,23.38,21.05,23.41,23.37,20.83,20.97,19.88,17.38,19.74,17.46,16.67,17.02,15.76,18.46,18.96,17.93,17.45,18.59
16,1220027900,논현역사거리,서울특별시 강남구 강남대로 538 (논현동)1522-3232,37.510178,127.022223,강남대로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,논현1동,강남대로,41326,37.510178,127.022223,20210717,토,강남대로,1220027900,교보타워사거리,논현역,상행,785,4,주간선도로,외곽,서초구,20.53,21.94,22.14,22.48,23.36,23.71,25.19,22.23,23.3,22.46,18.6,19.82,15.37,17.66,18.5,11.23,13.31,15.64,16.08,19.17,18.21,18.18,18.67,19.72
23,1220027900,논현역사거리,서울특별시 강남구 강남대로 538 (논현동)1522-3232,37.510178,127.022223,강남대로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,논현1동,강남대로,41326,37.510178,127.022223,20210724,토,강남대로,1220027900,교보타워사거리,논현역,상행,785,4,주간선도로,외곽,서초구,19.9,19.77,22.18,24.02,23.46,26.27,24.15,22.5,21.45,22.61,21.13,21.39,19.41,20.0,21.09,17.74,15.59,15.95,16.36,18.7,18.68,17.94,18.05,19.37
30,1220027900,논현역사거리,서울특별시 강남구 강남대로 538 (논현동)1522-3232,37.510178,127.022223,강남대로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,논현1동,강남대로,41326,37.510178,127.022223,20210731,토,강남대로,1220027900,교보타워사거리,논현역,상행,785,4,주간선도로,외곽,서초구,19.24,20.32,20.44,23.3,24.89,22.52,22.49,21.73,23.78,22.54,20.81,19.5,18.86,20.38,16.41,14.94,14.35,17.17,19.81,21.42,21.32,19.29,19.01,20.53
33,1220027800,논현역사거리,서울특별시 강남구 강남대로 538 (논현동)1522-3232,37.510178,127.022223,강남대로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,논현1동,강남대로,41326,37.510178,127.022223,20210703,토,강남대로,1220027800,논현역,교보타워사거리,하행,785,4,주간선도로,외곽,서초구,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.47,27.37,21.57,19.77,18.17,19.79,18.72,17.66,17.22,15.59,14.31,15.32,21.38,23.26,25.73,25.57,25.98
40,1220027800,논현역사거리,서울특별시 강남구 강남대로 538 (논현동)1522-3232,37.510178,127.022223,강남대로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,논현1동,강남대로,41326,37.510178,127.022223,20210710,토,강남대로,1220027800,논현역,교보타워사거리,하행,785,4,주간선도로,외곽,서초구,26.13,26.98,28.89,28.89,28.11,26.58,28.63,29.83,27.13,22.04,20.3,19.43,17.65,17.19,16.96,14.44,14.39,17.62,21.2,22.6,23.4,24.91,25.19,27.64
47,1220027800,논현역사거리,서울특별시 강남구 강남대로 538 (논현동)1522-3232,37.510178,127.022223,강남대로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,논현1동,강남대로,41326,37.510178,127.022223,20210717,토,강남대로,1220027800,논현역,교보타워사거리,하행,785,4,주간선도로,외곽,서초구,24.49,25.78,27.92,28.58,27.13,32.33,30.74,27.82,26.17,21.81,19.1,16.88,16.92,16.81,15.5,16.9,19.92,21.02,21.98,22.42,23.95,25.55,25.17,27.28
54,1220027800,논현역사거리,서울특별시 강남구 강남대로 538 (논현동)1522-3232,37.510178,127.022223,강남대로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,논현1동,강남대로,41326,37.510178,127.022223,20210724,토,강남대로,1220027800,논현역,교보타워사거리,하행,785,4,주간선도로,외곽,서초구,25.83,30.29,29.27,27.43,27.08,29.0,29.6,27.35,25.6,20.59,18.5,19.34,18.33,18.01,16.76,17.34,18.8,19.49,21.66,24.62,23.76,26.49,27.01,28.21
61,1220027800,논현역사거리,서울특별시 강남구 강남대로 538 (논현동)1522-3232,37.510178,127.022223,강남대로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,논현1동,강남대로,41326,37.510178,127.022223,20210731,토,강남대로,1220027800,논현역,교보타워사거리,하행,785,4,주간선도로,외곽,서초구,26.2,27.86,27.31,29.22,28.61,29.79,30.67,27.58,25.82,23.15,22.2,19.23,18.68,15.83,17.36,18.23,19.97,21.24,22.51,23.43,24.5,25.07,25.63,26.18
64,1220030700,신사역성일빌딩,서울특별시 강남구 강남대로 584 (논현동)1522-3232,37.514132,127.020563,강남대로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,논현1동,강남대로,41326,37.514132,127.020563,20210703,토,강남대로,1220030700,논현역,신사역,상행,579,4,주간선도로,외곽,서초구,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.58,28.49,23.57,17.11,12.75,9.85,9.37,8.86,6.78,6.48,6.1,8.14,20.29,23.46,25.84,24.26,26.4
71,1220030700,신사역성일빌딩,서울특별시 강남구 강남대로 584 (논현동)1522-3232,37.514132,127.020563,강남대로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,논현1동,강남대로,41326,37.514132,127.020563,20210710,토,강남대로,1220030700,논현역,신사역,상행,579,4,주간선도로,외곽,서초구,27.5,28.57,28.36,29.35,30.15,29.46,29.88,28.68,26.89,24.72,20.08,15.33,12.87,11.24,8.11,8.24,9.35,14.85,17.77,22.52,24.07,26.94,26.69,26.97
78,1220030700,신사역성일빌딩,서울특별시 강남구 강남대로 584 (논현동)1522-3232,37.514132,127.020563,강남대로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,논현1동,강남대로,41326,37.514132,127.020563,20210717,토,강남대로,1220030700,논현역,신사역,상행,579,4,주간선도로,외곽,서초구,26.86,27.36,26.88,29.08,29.74,28.4,28.94,30.24,23.82,17.64,14.98,8.27,11.64,9.02,7.31,5.54,9.77,14.86,18.16,23.06,24.86,26.22,26.37,26.54
85,1220030700,신사역성일빌딩,서울특별시 강남구 강남대로 584 (논현동)1522-3232,37.514132,127.020563,강남대로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,논현1동,강남대로,41326,37.514132,127.020563,20210724,토,강남대로,1220030700,논현역,신사역,상행,579,4,주간선도로,외곽,서초구,27.36,28.06,28.36,27.79,28.31,28.24,29.34,31.65,26.16,20.9,13.91,10.11,8.79,10.81,11.95,11.17,8.53,13.55,18.41,22.33,25.48,26.95,25.86,26.32
92,1220030700,신사역성일빌딩,서울특별시 강남구 강남대로 584 (논현동)1522-3232,37.514132,127.020563,강남대로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,논현1동,강남대로,41326,37.514132,127.020563,20210731,토,강남대로,1220030700,논현역,신사역,상행,579,4,주간선도로,외곽,서초구,27.33,27.79,26.43,27.22,28.08,27.79,28.33,28.32,24.1,16.25,15.04,9.85,9.1,8.06,6.9,10.37,14.39,17.66,19.72,24.34,26.71,26.83,25.95,26.74
95,1220030600,신사역성일빌딩,서울특별시 강남구 강남대로 584 (논현동)1522-3232,37.514132,127.020563,강남대로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,논현1동,강남대로,41326,37.514132,127.020563,20210703,토,강남대로,1220030600,신사역,논현역,하행,581,4,주간선도로,외곽,서초구,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.7,23.91,18.42,13.55,13.59,11.86,10.01,9.3,8.56,6.96,6.79,7.92,12.24,19.87,21.45,21.74,20.9
102,1220030600,신사역성일빌딩,서울특별시 강남구 강남대로 584 (논현동)1522-3232,37.514132,127.020563,강남대로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,논현1동,강남대로,41326,37.514132,127.020563,20210710,토,강남대로,1220030600,신사역,논현역,하행,581,4,주간선도로,외곽,서초구,18.04,20.4,21.7,25.42,24.51,20.84,24.13,26.4,23.71,18.52,14.33,12.19,12.0,9.65,10.92,8.28,8.15,8.68,13.59,19.71,22.78,23.26,22.93,20.99
109,1220030600,신사역성일빌딩,서울특별시 강남구 강남대로 584 (논현동)1522-3232,37.514132,127.020563,강남대로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,논현1동,강남대로,41326,37.514132,127.020563,20210717,토,강남대로,1220030600,신사역,논현역,하행,581,4,주간선도로,외곽,서초구,19.72,20.82,21.86,25.05,26.59,24.93,25.91,25.62,24.63,18.83,16.34,16.68,14.7,10.39,11.74,11.53,13.76,12.73,14.03,18.13,21.79,24.57,24.71,21.37
116,1220030600,신사역성일빌딩,서울특별시 강남구 강남대로 584 (논현동)1522-3232,37.514132,127.020563,강남대로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,논현1동,강남대로,41326,37.514132,127.020563,20210724,토,강남대로,1220030600,신사역,논현역,하행,581,4,주간선도로,외곽,서초구,19.23,20.25,24.25,24.66,22.99,25.7,27.75,27.97,23.82,18.47,15.31,13.94,12.58,11.04,10.43,8.64,9.0,9.8,14.83,18.6,23.03,16.31,16.09,16.82
123,1220030600,신사역성일빌딩,서울특별시 강남구 강남대로 584 (논현동)1522-3232,37.514132,127.020563,강남대로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,논현1동,강남대로,41326,37.514132,127.020563,20210731,토,강남대로,1220030600,신사역,논현역,하행,581,4,주간선도로,외곽,서초구,19.05,19.41,22.7,22.84,24.67,23.13,22.84,25.8,23.6,15.76,11.12,11.83,13.49,10.89,12.46,12.08,10.11,12.52,14.22,18.89,22.43,24.51,25.26,22.56
126,1220024000,국기원사거리,서울특별시 강남구 테헤란로 125 (역삼동)1522-3232,37.499517,127.031495,테헤란로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,역삼1동,테헤란로,97922,37.499517,127.031495,20210703,토,테헤란로,1220024000,역삼역,국기원앞,상행,557,4,주간선도로,외곽,강남구,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.17,29.83,29.82,31.66,30.76,29.8,28.58,26.79,19.55,18.96,14.8,13.32,28.69,30.36,31.69,32.21,35.77
133,1220024000,국기원사거리,서울특별시 강남구 테헤란로 125 (역삼동)1522-3232,37.499517,127.031495,테헤란로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,역삼1동,테헤란로,97922,37.499517,127.031495,20210710,토,테헤란로,1220024000,역삼역,국기원앞,상행,557,4,주간선도로,외곽,강남구,31.25,32.92,37.81,42.91,44.29,33.87,29.72,28.49,29.21,29.38,31.07,30.24,29.28,27.28,25.61,26.62,23.72,20.05,30.18,31.88,33.77,36.62,35.2,38.37
140,1220024000,국기원사거리,서울특별시 강남구 테헤란로 125 (역삼동)1522-3232,37.499517,127.031495,테헤란로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,역삼1동,테헤란로,97922,37.499517,127.031495,20210717,토,테헤란로,1220024000,역삼역,국기원앞,상행,557,4,주간선도로,외곽,강남구,31.72,35.78,36.7,41.72,44.82,34.45,29.2,27.98,28.93,29.41,31.57,30.51,26.64,27.62,27.76,28.54,29.2,29.24,31.66,33.22,33.77,33.2,34.74,37.19
147,1220024000,국기원사거리,서울특별시 강남구 테헤란로 125 (역삼동)1522-3232,37.499517,127.031495,테헤란로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,역삼1동,테헤란로,97922,37.499517,127.031495,20210724,토,테헤란로,1220024000,역삼역,국기원앞,상행,557,4,주간선도로,외곽,강남구,30.73,34.15,34.63,42.17,39.07,32.94,31.28,28.56,28.98,29.2,30.56,29.73,28.74,27.42,23.54,24.73,27.19,27.6,29.47,32.55,34.72,34.93,36.92,37.24
154,1220024000,국기원사거리,서울특별시 강남구 테헤란로 125 (역삼동)1522-3232,37.499517,127.031495,테헤란로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,역삼1동,테헤란로,97922,37.499517,127.031495,20210731,토,테헤란로,1220024000,역삼역,국기원앞,상행,557,4,주간선도로,외곽,강남구,30.75,30.54,33.63,39.11,42.55,33.06,30.5,28.64,28.65,31.24,30.57,30.55,28.27,25.54,27.51,27.52,28.62,31.44,29.42,33.24,35.02,37.41,38.79,39.22
157,1220024100,국기원사거리,서울특별시 강남구 테헤란로 125 (역삼동)1522-3232,37.499517,127.031495,테헤란로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,역삼1동,테헤란로,97922,37.499517,127.031495,20210703,토,테헤란로,1220024100,국기원앞,역삼역,하행,557,4,주간선도로,외곽,강남구,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.8,23.27,22.44,20.94,19.08,15.51,13.58,15.7,15.96,13.34,12.46,16.52,20.52,21.52,22.55,22.7,25.65
164,1220024100,국기원사거리,서울특별시 강남구 테헤란로 125 (역삼동)1522-3232,37.499517,127.031495,테헤란로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,역삼1동,테헤란로,97922,37.499517,127.031495,20210710,토,테헤란로,1220024100,국기원앞,역삼역,하행,557,4,주간선도로,외곽,강남구,25.98,26.58,29.81,28.97,29.88,29.03,30.51,27.86,25.34,23.34,22.27,20.23,19.55,16.44,16.43,17.67,17.56,18.12,19.77,21.38,23.38,22.77,23.43,25.43
171,1220024100,국기원사거리,서울특별시 강남구 테헤란로 125 (역삼동)1522-3232,37.499517,127.031495,테헤란로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,역삼1동,테헤란로,97922,37.499517,127.031495,20210717,토,테헤란로,1220024100,국기원앞,역삼역,하행,557,4,주간선도로,외곽,강남구,27.25,28.37,29.77,31.09,30.56,28.33,30.03,26.36,24.91,22.44,21.97,20.97,19.06,17.61,18.75,17.73,18.41,19.49,21.42,22.85,23.23,22.97,22.18,24.33
178,1220024100,국기원사거리,서울특별시 강남구 테헤란로 125 (역삼동)1522-3232,37.499517,127.031495,테헤란로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,역삼1동,테헤란로,97922,37.499517,127.031495,20210724,토,테헤란로,1220024100,국기원앞,역삼역,하행,557,4,주간선도로,외곽,강남구,27.22,27.98,31.09,33.72,36.09,29.9,27.66,27.55,24.82,22.79,21.79,18.57,16.12,17.05,17.82,18.64,19.56,19.97,21.39,21.68,23.59,23.8,22.77,25.56
185,1220024100,국기원사거리,서울특별시 강남구 테헤란로 125 (역삼동)1522-3232,37.499517,127.031495,테헤란로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,역삼1동,테헤란로,97922,37.499517,127.031495,20210731,토,테헤란로,1220024100,국기원앞,역삼역,하행,557,4,주간선도로,외곽,강남구,27.21,28.27,31.67,30.26,35.45,31.67,29.56,29.04,26.77,23.14,22.44,20.88,17.48,17.62,17.7,17.1,18.38,19.91,20.96,21.78,23.41,24.05,25.38,25.49
188,1220018400,스탈릿대치R,서울특별시 강남구 남부순환로 2947 (대치동)1522-3232,37.494668,127.062583,남부순환로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,대치1동,남부순환로,28358,37.494668,127.062583,20210703,토,남부순환로,1220018400,대치역,도곡역,하행,798,4,주간선도로,외곽,강남구,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.3,31.08,24.76,21.73,20.13,20.11,19.23,19.8,18.56,16.23,11.21,13.5,18.56,21.84,24.66,26.43,27.66
195,1220018400,스탈릿대치R,서울특별시 강남구 남부순환로 2947 (대치동)1522-3232,37.494668,127.062583,남부순환로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,대치1동,남부순환로,28358,37.494668,127.062583,20210710,토,남부순환로,1220018400,대치역,도곡역,하행,798,4,주간선도로,외곽,강남구,28.75,27.5,27.75,29.46,27.36,25.66,27.58,27.18,29.65,22.26,19.89,18.79,19.03,18.68,21.2,20.22,21.15,19.58,20.86,23.03,24.47,26.97,27.26,28.01
202,1220018400,스탈릿대치R,서울특별시 강남구 남부순환로 2947 (대치동)1522-3232,37.494668,127.062583,남부순환로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,대치1동,남부순환로,28358,37.494668,127.062583,20210717,토,남부순환로,1220018400,대치역,도곡역,하행,798,4,주간선도로,외곽,강남구,29.7,28.64,28.03,30.81,27.69,26.61,26.54,26.09,30.44,23.88,21.3,20.59,19.42,18.62,17.21,19.13,21.18,19.76,18.89,20.77,24.41,29.85,25.37,26.08
209,1220018400,스탈릿대치R,서울특별시 강남구 남부순환로 2947 (대치동)1522-3232,37.494668,127.062583,남부순환로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,대치1동,남부순환로,28358,37.494668,127.062583,20210724,토,남부순환로,1220018400,대치역,도곡역,하행,798,4,주간선도로,외곽,강남구,30.09,27.56,27.58,28.1,27.24,27.3,28.5,27.27,31.55,25.77,20.73,21.71,19.61,15.72,16.35,18.12,19.59,18.16,18.98,22.29,26.0,27.88,26.21,27.3
216,1220018400,스탈릿대치R,서울특별시 강남구 남부순환로 2947 (대치동)1522-3232,37.494668,127.062583,남부순환로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,대치1동,남부순환로,28358,37.494668,127.062583,20210731,토,남부순환로,1220018400,대치역,도곡역,하행,798,4,주간선도로,외곽,강남구,29.82,27.81,27.88,27.33,27.91,26.89,29.04,28.92,28.6,24.15,21.88,20.52,20.09,17.65,17.43,19.23,18.4,18.81,19.03,22.79,25.5,29.17,26.47,27.8
219,1220021800,스탈릿대치R,서울특별시 강남구 남부순환로 2947 (대치동)1522-3232,37.494668,127.062583,남부순환로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,대치1동,남부순환로,28358,37.494668,127.062583,20210703,토,삼성로,1220021800,은마아파트입구,대치역,상행,527,4,보조간선도로,외곽,강남구,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.14,24.84,20.03,20.89,18.75,18.1,16.39,14.6,15.03,15.02,16.75,17.08,16.62,18.86,20.33,20.6,21.26
226,1220021800,스탈릿대치R,서울특별시 강남구 남부순환로 2947 (대치동)1522-3232,37.494668,127.062583,남부순환로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,대치1동,남부순환로,28358,37.494668,127.062583,20210710,토,삼성로,1220021800,은마아파트입구,대치역,상행,527,4,보조간선도로,외곽,강남구,30.05,30.73,31.76,35.25,25.88,27.85,28.73,26.34,21.38,18.34,18.11,19.7,18.16,16.48,14.51,17.35,14.51,15.39,14.56,16.92,23.0,24.04,16.85,20.88
233,1220021800,스탈릿대치R,서울특별시 강남구 남부순환로 2947 (대치동)1522-3232,37.494668,127.062583,남부순환로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,대치1동,남부순환로,28358,37.494668,127.062583,20210717,토,삼성로,1220021800,은마아파트입구,대치역,상행,527,4,보조간선도로,외곽,강남구,29.72,29.31,30.43,32.21,33.39,29.04,31.47,28.83,18.85,15.75,19.37,21.23,21.13,16.7,12.76,13.34,15.05,14.77,14.42,18.77,22.69,22.86,16.97,22.97
240,1220021800,스탈릿대치R,서울특별시 강남구 남부순환로 2947 (대치동)1522-3232,37.494668,127.062583,남부순환로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,대치1동,남부순환로,28358,37.494668,127.062583,20210724,토,삼성로,1220021800,은마아파트입구,대치역,상행,527,4,보조간선도로,외곽,강남구,30.12,28.11,28.77,27.23,25.25,32.05,30.95,25.88,19.63,14.74,15.33,16.36,16.47,16.48,15.26,17.51,20.02,15.21,14.36,18.9,25.43,22.73,17.17,22.64
247,1220021800,스탈릿대치R,서울특별시 강남구 남부순환로 2947 (대치동)1522-3232,37.494668,127.062583,남부순환로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,대치1동,남부순환로,28358,37.494668,127.062583,20210731,토,삼성로,1220021800,은마아파트입구,대치역,상행,527,4,보조간선도로,외곽,강남구,32.62,29.02,28.49,29.17,32.61,26.88,28.88,25.74,25.69,17.51,21.32,22.05,16.61,14.91,18.84,22.02,18.97,15.74,15.93,21.74,25.73,24.81,18.01,27.42
250,1220031400,봉은사역,서울특별시 강남구 봉은사로 619 (삼성동)1522-3232,37.515,127.063196,봉은사로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,삼성1동,봉은사로,35255,37.515,127.063196,20210703,토,봉은사로,1220031400,봉은교,코엑스,상행,577,3,주간선도로,외곽,강남구,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.37,31.82,25.23,21.64,24.09,23.99,21.81,22.94,23.7,25.71,23.85,24.0,28.16,28.01,30.84,26.82,26.65
257,1220031400,봉은사역,서울특별시 강남구 봉은사로 619 (삼성동)1522-3232,37.515,127.063196,봉은사로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,삼성1동,봉은사로,35255,37.515,127.063196,20210710,토,봉은사로,1220031400,봉은교,코엑스,상행,577,3,주간선도로,외곽,강남구,24.79,26.94,29.69,31.94,28.58,29.03,28.93,25.31,24.92,20.62,19.2,21.59,23.78,24.93,23.81,26.39,25.87,28.38,30.17,32.01,30.62,31.05,26.37,28.2
264,1220031400,봉은사역,서울특별시 강남구 봉은사로 619 (삼성동)1522-3232,37.515,127.063196,봉은사로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,삼성1동,봉은사로,35255,37.515,127.063196,20210717,토,봉은사로,1220031400,봉은교,코엑스,상행,577,3,주간선도로,외곽,강남구,25.46,27.25,28.43,37.61,31.32,33.98,31.72,24.73,25.83,21.27,22.7,25.05,27.22,25.12,26.61,26.93,27.61,26.93,30.89,30.03,30.25,28.02,26.79,25.58
271,1220031400,봉은사역,서울특별시 강남구 봉은사로 619 (삼성동)1522-3232,37.515,127.063196,봉은사로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,삼성1동,봉은사로,35255,37.515,127.063196,20210724,토,봉은사로,1220031400,봉은교,코엑스,상행,577,3,주간선도로,외곽,강남구,28.08,28.36,29.46,34.41,34.75,32.23,29.25,28.22,26.54,23.24,21.93,24.26,25.84,24.65,23.27,23.8,25.47,29.77,29.47,31.35,29.35,27.52,26.8,25.21
278,1220031400,봉은사역,서울특별시 강남구 봉은사로 619 (삼성동)1522-3232,37.515,127.063196,봉은사로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,삼성1동,봉은사로,35255,37.515,127.063196,20210731,토,봉은사로,1220031400,봉은교,코엑스,상행,577,3,주간선도로,외곽,강남구,28.02,29.9,30.27,31.02,27.79,34.9,30.15,27.69,27.31,25.48,20.79,25.07,23.02,26.06,25.54,25.02,24.37,31.03,29.15,27.79,27.33,25.42,27.11,25.5
281,1220031500,봉은사역,서울특별시 강남구 봉은사로 619 (삼성동)1522-3232,37.515,127.063196,봉은사로,50m제거,G:/내 드라이브/2021 공공빅데이터 청년인턴/프로젝트/데이터/starbucks_50_rm/50m제거.shp,서울,강남구,삼성1동,봉은사로,35255,37.515,127.063196,20210703,토,봉은사로,1220031500,코엑스,봉은교,하행,578,3,주간선도로,외곽,강남구,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.63,25.02,27.64,25.56,22.69,23.06,16.81,12.43,17.62,14.82,9.68,14.78,24.29,24.13,23.32,24.85,25.23
