store_name,store_address,lat,lot,도로,길,Z_KAIS_TL_SPRD_MANAGE_11000_ALWNC_DE,Z_KAIS_TL_SPRD_MANAGE_11000_ALWNC_RESN,Z_KAIS_TL_SPRD_MANAGE_11000_BSI_INT,Z_KAIS_TL_SPRD_MANAGE_11000_ENG_RN,Z_KAIS_TL_SPRD_MANAGE_11000_MVMN_DE,Z_KAIS_TL_SPRD_MANAGE_11000_MVMN_RESN,Z_KAIS_TL_SPRD_MANAGE_11000_MVM_RES_CD,Z_KAIS_TL_SPRD_MANAGE_11000_NTFC_DE,Z_KAIS_TL_SPRD_MANAGE_11000_OPERT_DE,Z_KAIS_TL_SPRD_MANAGE_11000_RBP_CN,Z_KAIS_TL_SPRD_MANAGE_11000_RDS_DPN_SE,Z_KAIS_TL_SPRD_MANAGE_11000_RDS_MAN_NO,Z_KAIS_TL_SPRD_MANAGE_11000_REP_CN,Z_KAIS_TL_SPRD_MANAGE_11000_RN_CD,Z_KAIS_TL_SPRD_MANAGE_11000_ROAD_BT,Z_KAIS_TL_SPRD_MANAGE_11000_ROAD_LT,Z_KAIS_TL_SPRD_MANAGE_11000_ROA_CLS_SE,Z_KAIS_TL_SPRD_MANAGE_11000_SIG_CD,Z_KAIS_TL_SPRD_MANAGE_11000_WDR_RD_CD
신림DT,서울특별시 관악구 남부순환로 1419 (신림동)1522-3232,"37.480935","126.908407",남부순환로,,"20090710",서울의 남쪽을 연결하는 도로,"10",Nambusunhwan-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100315","20141030225218",신림동 1673,"1","3260",남현동 1130-1,"2000003",5.00000000,32620.00000000,"2","11620","1"
서울대역,서울특별시 관악구 남부순환로 1817 (봉천동)1522-3232,"37.481599","126.9522",남부순환로,,"20090710",서울의 남쪽을 연결하는 도로,"10",Nambusunhwan-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100315","20141030225218",신림동 1673,"1","3260",남현동 1130-1,"2000003",5.00000000,32620.00000000,"2","11620","1"
낙성대DT,서울특별시 관악구 남부순환로 1948 (봉천동)1522-3232,"37.476169","126.965005",남부순환로,,"20090710",서울의 남쪽을 연결하는 도로,"10",Nambusunhwan-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100315","20141030225218",신림동 1673,"1","3260",남현동 1130-1,"2000003",5.00000000,32620.00000000,"2","11620","1"
사당,서울특별시 관악구 남부순환로 2082-251522-3232,"37.47601","126.980997",남부순환로,,"20090710",서울의 남쪽을 연결하는 도로,"10",Nambusunhwan-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100315","20141030225218",신림동 1673,"1","3260",남현동 1130-1,"2000003",5.00000000,32620.00000000,"2","11620","1"
보라매대교,서울특별시 관악구 보라매로3길 23 (봉천동) 1층1522-3232,"37.491449","126.925432",보라매로3길,,"20110310",보라매로의 시작지점에서부터 왼쪽으로 분기되는 3번도로,"10",Boramae-ro 3-gil,"20141030",직권수정(속성변경),"99","20110310","20170828141242",봉천동702-102,"0","3336",봉천동729-24,"4160384",7.00000000,169.00000000,"4","11620","3"
신림사거리,서울특별시 관악구 남부순환로 1619 (신림동)1522-3232,"37.484768","126.930467",남부순환로,,"20090710",서울의 남쪽을 연결하는 도로,"10",Nambusunhwan-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100315","20141030225218",신림동 1673,"1","3260",남현동 1130-1,"2000003",5.00000000,32620.00000000,"2","11620","1"
신림,서울특별시 관악구 신림로 355-1 (신림동)1522-3232,"37.48609493","126.9291602",신림로,,"20110224",1972년 서울시에서 가로명으로 부여하여 현재 사용중인 도로명 인용,"10",Sillim-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20110303","20141030225233",신림동 155-1,"1","1733",봉천동 1698-1,"3120005",2.00000000,55.00000000,"3","11620","3"
신림역포도몰,"서울특별시 관악구 신림로 330, PODO MALL 1층 101 일부 (신림동)1522-3232","37.48385383","126.9301799",신림로,,"20110224",1972년 서울시에서 가로명으로 부여하여 현재 사용중인 도로명 인용,"10",Sillim-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20110303","20141030225233",신림동 155-1,"1","1733",봉천동 1698-1,"3120005",2.00000000,55.00000000,"3","11620","3"
서울대입구역,서울특별시 관악구 남부순환로 1812 (봉천동)1522-3232,"37.48118","126.951324",남부순환로,,"20090710",서울의 남쪽을 연결하는 도로,"10",Nambusunhwan-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100315","20141030225218",신림동 1673,"1","3260",남현동 1130-1,"2000003",5.00000000,32620.00000000,"2","11620","1"
건국대,서울특별시 광진구 능동로 117 (화양동)1522-3232,"37.5415592","127.0711244",능동로,,"20090701",행정구역 명칭 사용,"20",Neungdong-ro,"20190828",도로구간변경,"12","20090710","20190828111147",자양동 71-2,"1","3184",자양동 427-1,"3104007",4.00000000,640.06600000,"3","11215","3"
어린이대공원역,서울특별시 광진구 능동로243 1522-3232,"37.551946","127.076404",능동로243,,,,,,,,,,,,,,,,,,,,
아차산역,서울특별시 광진구 천호대로 676 1522-3232,"37.5505388","127.0898757",천호대로,,"20100507",행정구역 명칭 사용,"10",Cheonho-daero,"20141030",직권수정(속성변경),"99","20100315","20170208102654",천호동 527-3천,"1","950",상일동 18-8전,"2000008",3.00000000,51.00000000,"2","11740","1"
올림픽대교북단,서울특별시 광진구 광나루로 608 (구의동)1522-3232,"37.541129","127.09524",광나루로,,"20090701",옛날 광나루가 있던 곳을 연결하는 도로,"10",Gwangnaru-ro,"20170619",기초간격 오기정정,"71","20090710","20170619180000",성동구 성수동1가 671(성동교남단),"1","1948",광진구 광장동 575-3(올림픽대교남단),"3005024",3.00000000,6254.00000000,"3","11215","2"
구의DT,서울특별시 광진구 광나루로 519 (구의동)1522-3232,"37.5451984","127.0871587",광나루로,,"20090701",옛날 광나루가 있던 곳을 연결하는 도로,"10",Gwangnaru-ro,"20170619",기초간격 오기정정,"71","20090710","20170619180000",성동구 성수동1가 671(성동교남단),"1","1948",광진구 광장동 575-3(올림픽대교남단),"3005024",3.00000000,6254.00000000,"3","11215","2"
자양사거리,서울특별시 광진구 아차산로 3551522-3232,"37.5371158","127.0825821",아차산로,,"20090616",아차산의 남측을 통과하는 도로,"10",Achasan-ro,"20120307",직권수정(속성변경),"99","20090710","20150320123417",광진구 화양동 507-7,"1","3001",광진구 광장동 2-6,"3000002",7.32100000,12710.00000000,"3","11215","1"
군자역,서울특별시 광진구 천호대로 548 (군자동) 중앙빌딩1522-3232,"37.556965","127.079032",천호대로,,"20100507",행정구역 명칭 사용,"10",Cheonho-daero,"20141030",직권수정(속성변경),"99","20100315","20170208102654",천호동 527-3천,"1","950",상일동 18-8전,"2000008",3.00000000,51.00000000,"2","11740","1"
광나루,"서울특별시 광진구 아차산로 607, 1,2층 (광장동)1522-3232","37.547442","127.105934",아차산로,,"20090616",아차산의 남측을 통과하는 도로,"10",Achasan-ro,"20120307",직권수정(속성변경),"99","20090710","20150320123417",광진구 화양동 507-7,"1","3001",광진구 광장동 2-6,"3000002",7.32100000,12710.00000000,"3","11215","1"
건대스타시티,서울특별시 광진구 아차산로 262 (자양동)1522-3232,"37.538544","127.073009",아차산로,,"20090616",아차산의 남측을 통과하는 도로,"10",Achasan-ro,"20120307",직권수정(속성변경),"99","20090710","20150320123417",광진구 화양동 507-7,"1","3001",광진구 광장동 2-6,"3000002",7.32100000,12710.00000000,"3","11215","1"
자양,서울특별시 광진구 능동로 50 (자양동)1522-3232,"37.5354769","127.0691462",능동로,,"20090701",행정구역 명칭 사용,"20",Neungdong-ro,"20190828",도로구간변경,"12","20090710","20190828111147",자양동 71-2,"1","3184",자양동 427-1,"3104007",4.00000000,640.06600000,"3","11215","3"
강변역,서울특별시 광진구 구의강변로 64 (구의동) 구의아크로리버1522-3232,"37.536155","127.093086",구의강변로,,"20100528",구의동에 강변역과 한강변이 인접한 도로,"10",Guuigangbyeon-ro,"20161227",,"12","20100603","20161227153640",구의동 607-0,"1","3083",구의동 608-0,"3104003",5.78400000,137.91100000,"3","11215","3"
건대입구,서울특별시 광진구 능동로 107 (화양동)1522-3232,"37.5406604","127.0707225",능동로,,"20090701",행정구역 명칭 사용,"20",Neungdong-ro,"20190828",도로구간변경,"12","20090710","20190828111147",자양동 71-2,"1","3184",자양동 427-1,"3104007",4.00000000,640.06600000,"3","11215","3"
구의역,서울특별시 광진구 아차산로 373 (구의동)1522-3232,"37.53698","127.084015",아차산로,,"20090616",아차산의 남측을 통과하는 도로,"10",Achasan-ro,"20120307",직권수정(속성변경),"99","20090710","20150320123417",광진구 화양동 507-7,"1","3001",광진구 광장동 2-6,"3000002",7.32100000,12710.00000000,"3","11215","1"
광장,서울특별시 광진구 아차산로 537-17 (광장동)1522-3232,"37.542518","127.099651",아차산로,,"20090616",아차산의 남측을 통과하는 도로,"10",Achasan-ro,"20120307",직권수정(속성변경),"99","20090710","20150320123417",광진구 화양동 507-7,"1","3001",광진구 광장동 2-6,"3000002",7.32100000,12710.00000000,"3","11215","1"
건국클래식,서울특별시 광진구 능동로 90 (자양동) 더 클래식5001522-3232,"37.538466","127.071271",능동로,,"20090701",행정구역 명칭 사용,"20",Neungdong-ro,"20190828",도로구간변경,"12","20090710","20190828111147",자양동 71-2,"1","3184",자양동 427-1,"3104007",4.00000000,640.06600000,"3","11215","3"
자양이마트,서울시 광진구 아차산로 272 스타시티 지하1층 일부1522-3232,"37.537817","127.072597",아차산로,,"20090616",아차산의 남측을 통과하는 도로,"10",Achasan-ro,"20120307",직권수정(속성변경),"99","20090710","20150320123417",광진구 화양동 507-7,"1","3001",광진구 광장동 2-6,"3000002",7.32100000,12710.00000000,"3","11215","1"
중곡,서울특별시 광진구 천호대로 549 (중곡동) 1층1522-3232,"37.5575666","127.079334",천호대로,,"20100507",행정구역 명칭 사용,"10",Cheonho-daero,"20141030",직권수정(속성변경),"99","20100315","20170208102654",천호동 527-3천,"1","950",상일동 18-8전,"2000008",3.00000000,51.00000000,"2","11740","1"
금천구청역,"서울특별시 금천구 시흥대로73길 67 엠타워 112,113,114,115호1522-3232","37.455983","126.895727",시흥대로73길,,"20100520",시흥대로 중심으로 일련번호 부여,"13",Siheung-daero 73-gil,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100520","20141030224536",시흥동 108-76,"1","1279",시흥동 1020,"4151335",25.00000000,60.00000000,"4","11545","3"
가산에스케이,서울특별시 금천구 가산디지털1로 171 (가산동)1522-3232,"37.48061318","126.8805702",가산디지털1로,,"20100520",가산동에 위치한 21세기를 향한 정보의 메카 의미 부여,"10",Gasan digital 1-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100520","20141030224533",독산동 715,"1","1047",가산동 505-3,"3117001",20.00000000,230.00000000,"3","11545","3"
독산사거리,서울특별시 금천구 시흥대로 426 (독산동)1522-3232,"37.471511","126.898775",시흥대로,,"20090701",행정구역명을 이용하여 도로명 명명,"20",Siheung-daero,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20090710","20141030224639",대림동 994-4,"0","3093",대림동 948-1,"2005010",50.00000000,6846.00000000,"2","11560","2"
금천시흥,서울특별시 금천구 시흥대로 164 (시흥동)1522-3232,"37.448624","126.903183",시흥대로,,"20090701",행정구역명을 이용하여 도로명 명명,"20",Siheung-daero,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20090710","20141030224639",대림동 994-4,"0","3093",대림동 948-1,"2005010",50.00000000,6846.00000000,"2","11560","2"
가산디지털단지역,서울특별시 금천구 벚꽃로 298 (가산동)1522-3232,"37.481324","126.883779",벚꽃로,,"20100419",주변지역 특성 반영,"20",Beotkkot-ro,"20150122",기재내용정정,"71","20100422","20181106104417",서울특별시 금천구 시흥동 1020(금천구청역 앞),"0","7",서울특별시 구로구 구로동 586-10(구로역 앞),"3116013",20.00000000,5740.00000000,"3","11530","2"
금천독산,서울특별시 금천구 두산로 70 (독산동)1522-3232,"37.46914","126.895246",두산로,,"20100520",역사성을 반영한 도로명 부여,"20",Dusan-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100520","20141030224534",독산동 1081,"1","233",독산동 287-8,"3117005",20.00000000,77.00000000,"3","11545","3"
가산디지털,서울특별시 금천구 가산디지털1로 168 (가산동)1522-3232,"37.4798346","126.8824997",가산디지털1로,,"20100520",가산동에 위치한 21세기를 향한 정보의 메카 의미 부여,"10",Gasan digital 1-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100520","20141030224533",독산동 715,"1","1047",가산동 505-3,"3117001",20.00000000,230.00000000,"3","11545","3"
W-Mall,서울특별시 금천구 디지털로 188 (가산동)1522-3232,"37.47730499","126.8876908",디지털로,,"20090710",디지털단지의 상징성 및 접근성,"20",Digital-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20090710","20141030224633",대림동 1117,"1","700",대림동 909-2,"3000026",4.00000000,4667.00000000,"3","11560","1"
마리오아울렛,서울특별시 금천구 벚꽃로 266 마리오아울렛3관1522-3232,"37.478701","126.885076",벚꽃로,,"20100419",주변지역 특성 반영,"20",Beotkkot-ro,"20150122",기재내용정정,"71","20100422","20181106104417",서울특별시 금천구 시흥동 1020(금천구청역 앞),"0","7",서울특별시 구로구 구로동 586-10(구로역 앞),"3116013",20.00000000,5740.00000000,"3","11530","2"
가산브이타워,서울특별시 금천구 가산디지털1로 128 (가산동)1522-3232,"37.477221","126.883683",가산디지털1로,,"20100520",가산동에 위치한 21세기를 향한 정보의 메카 의미 부여,"10",Gasan digital 1-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100520","20141030224533",독산동 715,"1","1047",가산동 505-3,"3117001",20.00000000,230.00000000,"3","11545","3"
가산그레이트,"서울특별시 금천구 디지털로9길 32, 갑을그레이트밸리 1층 (가산동)1522-3232","37.4794491","126.8874768",디지털로9길,,"20100520",디지털로 중심으로 일련번호 부여,"11",Digital-ro 9-gil,"20141030",직권수정(속성변경),"99","20100520","20190522103448",가산동 60-6,"0","1462",가산동 79-2,"4151195",10.00000000,551.00000000,"4","11545","3"
월계역,"서울특별시 노원구 초안산로2라길26 월계동(104,105,106호)1522-3232","37.6295","127.0574",초안산로2라길,,"20100604",초안산로에서 분기되는 도로구간으로 일련번호방식 부여,"10",Choansan-ro 2ra-gil,,"광역도로 정비 및 부여사유, 부여방식 정비","90","20100610","20110228",월계동 654-1,"0","345",월계동 281-4,"4130382",8.00000000,237.00000000,"4","11350","3"
월계트레이더스,서울특별시 노원구 마들로3길 15 1522-3232,"37.6277053","127.0614978",마들로3길,,"20100604",마들로에서 분기되는 도로구간으로 일련번호방식 부여,"10",Madeul-ro 3-gil,,"광역도로 정비 및 부여사유, 부여방식 정비","90","20100610","20110228",월계동 322-8,"0","136",월계동 322-1,"4130262",6.00000000,203.00000000,"4","11350","3"
상계초교사거리,서울특별시 노원구 노원로 449 1522-3232,"37.656776","127.066442",노원로,,"20100422",노원의 중심을 관통하는 대표적인 도로로써 도로명 부여,"10",Nowon-ro,,"광역도로 정비 및 부여사유, 부여방식 정비","90","20100610","20110228",공릉동 66-2,"1","329",상계동 699,"3110002",23.00000000,46.00000000,"3","11350","3"
공릉DT,서울특별시 노원구 동일로 1015 (공릉동)1522-3232,"37.6206884","127.0743116",동일로,,"20100605",서울 동부지역을 가로지르는 것을 의미,"20",Dongil-ro,,"광역도로 정비 및 부여사유, 부여방식 정비","90","20100710","20141030215736",면목동718-1,"1","3956",묵동329,"3000001",3.00000000,28595.00000000,"3","11260","1"
노원마들역,"서울특별시 노원구 노원로 569 (상계동, 임광아파트)1522-3232","37.660941","127.058008",노원로,,"20100422",노원의 중심을 관통하는 대표적인 도로로써 도로명 부여,"10",Nowon-ro,,"광역도로 정비 및 부여사유, 부여방식 정비","90","20100610","20110228",공릉동 66-2,"1","329",상계동 699,"3110002",23.00000000,46.00000000,"3","11350","3"
공릉역,서울특별시 노원구 동일로 1081 (공릉동)1522-3232,"37.626337","127.072252",동일로,,"20100605",서울 동부지역을 가로지르는 것을 의미,"20",Dongil-ro,,"광역도로 정비 및 부여사유, 부여방식 정비","90","20100710","20141030215736",면목동718-1,"1","3956",묵동329,"3000001",3.00000000,28595.00000000,"3","11260","1"
은행사거리,"서울특별시 노원구 중계로 217, 중흥빌딩 103,203호 (중계동)1522-3232","37.65048737","127.0759861",중계로,,"20100906",주민의견수렴 및 도로 주 통과지역의 법정동명 인용,"10",Junggye-ro,,"광역도로 정비 및 부여사유, 부여방식 정비","90","20100906","20110228",하계동 산34-8,"1","49",중계동 370,"3110007",17.00000000,37.00000000,"3","11350","3"
노원KT,"서울특별시 노원구 노해로 502, (주)KT 노원사옥 (상계동)1522-3232","37.654562","127.063617",노해로,,"20100422",옛 지명인 경기도 양주군 노해면 지명을 인용,"20",Nohae-ro,"20141117",누락된 부여일자 입력,"71","20100422","20181030133754",서울특별시 강북구 수유동 45-2(도봉로),"2","2041",서울특별시 노원구 상계동720(노원길),"3005047",3.00000000,5110.00000000,"3","11320","2"
광운대,서울특별시 노원구 석계로 104 (월계동)1522-3232,"37.6231479","127.0607009",석계로,,"20100609",주변 시설물인 석계역을 반영하여 도로명 부여,"10",Seokgye-ro,,"광역도로 정비 및 부여사유, 부여방식 정비","90","20100610","20110228",월계동 47-8,"1","39",월계동 383-2,"3110004",3.00000000,134.00000000,"3","11350","3"
중계역,"서울특별시 노원구 동일로 1339, 대한빌딩 (상계동)1522-3232","37.64817","127.062244",동일로,,"20100605",서울 동부지역을 가로지르는 것을 의미,"20",Dongil-ro,,"광역도로 정비 및 부여사유, 부여방식 정비","90","20100710","20141030215736",면목동718-1,"1","3956",묵동329,"3000001",3.00000000,28595.00000000,"3","11260","1"
노원역,서울특별시 노원구 동일로 1413 (상계동) 1층1522-3232,"37.654751","127.060034",동일로,,"20100605",서울 동부지역을 가로지르는 것을 의미,"20",Dongil-ro,,"광역도로 정비 및 부여사유, 부여방식 정비","90","20100710","20141030215736",면목동718-1,"1","3956",묵동329,"3000001",3.00000000,28595.00000000,"3","11260","1"
월계이마트,서울특별시 노원구 마들로3길 15 (월계동)1522-3232,"37.627155","127.062094",마들로3길,,"20100604",마들로에서 분기되는 도로구간으로 일련번호방식 부여,"10",Madeul-ro 3-gil,,"광역도로 정비 및 부여사유, 부여방식 정비","90","20100610","20110228",월계동 322-8,"0","136",월계동 322-1,"4130262",6.00000000,203.00000000,"4","11350","3"
태릉입구역DT,서울특별시 노원구 화랑로 469 (공릉동)1522-3232,"37.61942","127.07932",화랑로,,"20100513",육군사관학교의 다른 명칭인 화랑대(花郞臺)를 인용,"10",Hwarang-ro,"20200123",도로구간변경,"12","20100520","20200123154023",석관동 168-85,"1","5569",장위동 7-5,"3005046",8.00000000,124.00000000,"3","11290","2"
창동이마트,서울특별시 도봉구 노해로65길 4 (창동)1522-3232,"37.651645","127.046869",노해로65길,,"20100531",노해로의 시작지점에서부터 65번째로 분기되는 도로,"11",Nohae-ro 65-gil,,"광역도로 정비 및 부여사유, 부여방식 정비","90","20100531","20110223",창동 338 대,"1","653",창동 74-8대,"4127028",5.00000000,100.00000000,"4","11320","3"
쌍문역,서울특별시 도봉구 도봉로 480 (창동)1522-3232,"37.648456","127.034783",도봉로,,"20090710",지역명칭 사용,"10",Dobong-ro,"20141117",누락된 부여일자 입력,"71","20090710","20181109122747",서울특별시 성북구 길음동 14-1,"2","1858",서울특별시 도봉구 도봉동 377-1,"3005039",3.00000000,9840.00000000,"3","11290","2"
쌍문도봉로,서울특별시 도봉구 도봉로 444 (창동)1522-3232,"37.6453516","127.0331011",도봉로,,"20090710",지역명칭 사용,"10",Dobong-ro,"20141117",누락된 부여일자 입력,"71","20090710","20181109122747",서울특별시 성북구 길음동 14-1,"2","1858",서울특별시 도봉구 도봉동 377-1,"3005039",3.00000000,9840.00000000,"3","11290","2"
노량진동,"서울특별시 동작구 노량진로 190 (노량진동, 고려교육타워-어바니엘한강) 101호~105호1522-3232","37.513068","126.946537",노량진로,,"20100422",행정구역명칭 인용,"20",Noryangjin-ro,"20141117",직권수정(속성변경),"99","20100422","20190423160633",서울특별시 영등포구 신길동 1348,"1","1909",서울특별시 동작구 본동 126-81,"3119011",2.00000000,125.00000000,"3","11590","2"
남성역,서울특별시 동작구 사당로 219 (사당동)1522-3232,"37.4841198","126.9725739",사당로,,"20100419",행정구역명(사당동)을 이용하여 사당로 명명,"10",Sadang-ro,"20141030",직권수정(속성변경),"99","20100422","20190423171427",상도동 489-12,"1","492",사당동 147-101,"3119004",6.00000000,85.00000000,"3","11590","3"
상도역,서울특별시 동작구 상도로37길 1 (상도1동)1522-3232,"37.5031936","126.9484581",상도로37길,,"20100609",상도로의 시작지점에서부터 왼쪽으로 열아홉 번째로 분기되는 도로,"10",Sangdo-ro 37-gil,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100610","20141030224944",상도1동 747-6,"0","709",상도동 485-1,"4157348",7.00000000,889.00000000,"4","11590","3"
보라매공원R,"서울특별시 동작구 보라매로5길 35 (신대방동, 파크스퀘어,보라매현대APT)1522-3232","37.49226213","126.9233457",보라매로5길,,"20110310",보라매로의 시작지점에서부터 왼쪽으로 분기되는 5번도로,"20",Boramae-ro 5-gil,"20141030",직권수정(속성변경),"99","20110310","20161205083836",봉천동 729-1,"0","3632",신대방동 395-67,"4160385",25.00000000,114.00000000,"4","11620","3"
이수자이,서울특별시 동작구 사당로 300 (사당동 이수자이)1522-3232,"37.484414","126.980047",사당로,,"20100419",행정구역명(사당동)을 이용하여 사당로 명명,"10",Sadang-ro,"20141030",직권수정(속성변경),"99","20100422","20190423171427",상도동 489-12,"1","492",사당동 147-101,"3119004",6.00000000,85.00000000,"3","11590","3"
노량진역,서울특별시 동작구 노량진로 134 (노량진동)1522-3232,"37.51339","126.940879",노량진로,,"20100422",행정구역명칭 인용,"20",Noryangjin-ro,"20141117",직권수정(속성변경),"99","20100422","20190423160633",서울특별시 영등포구 신길동 1348,"1","1909",서울특별시 동작구 본동 126-81,"3119011",2.00000000,125.00000000,"3","11590","2"
신대방삼거리역,서울특별시 동작구 상도로 102 (상도동)1522-3232,"37.499914","126.931766",상도로,,"20100419",행정구역명(상도동)을 이용하여 상도로 명명,"20",Sangdo-ro,"20141030",직권수정(속성변경),"99","20100422","20190423172342",대방동 400-1,"1","1431",상도동 산57-32,"3119005",8.00000000,46.00000000,"3","11590","3"
중앙대,서울특별시 동작구 흑석로 75-1 (흑석동)1522-3232,"37.506933","126.958125",흑석로,,"20100609",행정구역명(흑석동)을 이용하여 흑석로 명명,"5",Heukseok-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100610","20141030224947",상도1동 593-1,"1","897",흑석동 114-9,"3119010",15.00000000,16.00000000,"3","11590","3"
숭실대입구역,서울특별시 동작구 상도로 354 (상도동)1522-3232,"37.4968346","126.9527123",상도로,,"20100419",행정구역명(상도동)을 이용하여 상도로 명명,"20",Sangdo-ro,"20141030",직권수정(속성변경),"99","20100422","20190423172342",대방동 400-1,"1","1431",상도동 산57-32,"3119005",8.00000000,46.00000000,"3","11590","3"
숭실대,서울특별시 동작구 사당로 4 (상도동)1522-3232,"37.49538073","126.9548891",사당로,,"20100419",행정구역명(사당동)을 이용하여 사당로 명명,"10",Sadang-ro,"20141030",직권수정(속성변경),"99","20100422","20190423171427",상도동 489-12,"1","492",사당동 147-101,"3119004",6.00000000,85.00000000,"3","11590","3"
사당역,"서울특별시 동작구 동작대로 21, 양지빌딩 1-3층 (사당동)1522-3232","37.47849216","126.9813456",동작대로,,"20101116",동작대교의 상징적 이미지,"20",Dongjak-daero,"20141117",누락된부여일자 입력,"71","20101116","20181116105039",서울특별시 동작구 사당동 588-45,"1","1452",서울특별시 용산구 용산동 6가 69-30,"2005009",10.00000000,5071.00000000,"2","11650","2"
서강대프라자,서울특별시 마포구 백범로 35 (신수동)1522-3232,"37.551073","126.943096",백범로,,"20100419",역사적인 인물 김구의 호 인용,"10",Baekbeom-ro,"20141030",기재내용정정,"71","20100422","20181109161434",서울특별시 마포구 노고산동 31-6(신촌로타리),"1","2913",서울특별시 용산구 한강로1가 97(삼각지),"3005016",9.00000000,4150.00000000,"3","11440","2"
상암YTN,서울특별시 마포구 상암산로 76 (상암동)1522-3232,"37.579183","126.892315",상암산로,,"20100616","상암산이 위치한 곳을 지난는 도로로서, 상암산을 인용하여 부여","10",Sangamsan-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100617","20141030223915",상암동 405-6,"1","3291",상암동 229-2,"3113009",16.00000000,223.00000000,"3","11440","3"
마포용강동,서울특별시 마포구 토정로 295 (용강동)1522-3232,"37.541186","126.942209",토정로,,"20100616","토정 이지함 선생의 호를 인용, 현재도 토정거리 축제가 열리는 등 지명도가 높아 명명함","10",Tojeong-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100617","20141030223919",합정동 139-21,"1","142",마포동 34-1,"3113023",4.00000000,103.00000000,"3","11440","3"
홍대입구역사거리R,서울특별시 마포구 양화로 125 (서교동)1522-3232,"37.554636","126.92036",양화로,,"20100419",옛 양화나루의 지명인용,"10",Yanghwa-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030223917",합정동 348-3,"1","2282",동교동 173-17,"3113014",9.00000000,141.00000000,"3","11440","3"
마포경찰서후문,서울특별시 마포구 마포대로 173-14 (아현동)1522-3232,"37.5508","126.953432",마포대로,,"20090701",마포구의 주요도로,"10",Mapo-daero,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20090710","20141030223913",마포동 49,"1","1468",아현동 694,"2113001",16.00000000,188.00000000,"2","11440","3"
공덕,서울특별시 마포구 마포대로 130 (공덕동)1522-3232,"37.545913","126.952956",마포대로,,"20090701",마포구의 주요도로,"10",Mapo-daero,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20090710","20141030223913",마포동 49,"1","1468",아현동 694,"2113001",16.00000000,188.00000000,"2","11440","3"
합정폴리스R,"서울특별시 마포구 양화로 45 (서교동, 메세나폴리스)1522-3232","37.5509","126.9134",양화로,,"20100419",옛 양화나루의 지명인용,"10",Yanghwa-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030223917",합정동 348-3,"1","2282",동교동 173-17,"3113014",9.00000000,141.00000000,"3","11440","3"
홍대공항철도역,서울특별시 마포구 양화로 178 (동교동)1522-3232,"37.557491","126.925146",양화로,,"20100419",옛 양화나루의 지명인용,"10",Yanghwa-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030223917",합정동 348-3,"1","2282",동교동 173-17,"3113014",9.00000000,141.00000000,"3","11440","3"
마포염리,서울특별시 마포구 독막로 311 (염리동)1522-3232,"37.543876","126.94768",독막로,,"20100616",옛날 독을 굽던 곳이라하여 독마을이라 불리던 것이 현재는 독막으로 불리게 되어 명명함.,"10",Dongmak-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100617","20141030223913",합정동 414-25,"2","1886",도화동 556,"3113005",5.00000000,44.00000000,"3","11440","3"
서강광흥창역,서울특별시 마포구 서강로 69 (창전동)1522-3232,"37.549377","126.931661",서강로,,"20100419",서강대교의 명칭을 인용,"10",Seogang-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030223915",신정동 145-3,"1","158",노고산동 31-21,"3113010",3.00000000,83.00000000,"3","11440","3"
