store_name,store_address,lat,lot,도로,길,Z_KAIS_TL_SPRD_MANAGE_11000_ALWNC_DE,Z_KAIS_TL_SPRD_MANAGE_11000_ALWNC_RESN,Z_KAIS_TL_SPRD_MANAGE_11000_BSI_INT,Z_KAIS_TL_SPRD_MANAGE_11000_ENG_RN,Z_KAIS_TL_SPRD_MANAGE_11000_MVMN_DE,Z_KAIS_TL_SPRD_MANAGE_11000_MVMN_RESN,Z_KAIS_TL_SPRD_MANAGE_11000_MVM_RES_CD,Z_KAIS_TL_SPRD_MANAGE_11000_NTFC_DE,Z_KAIS_TL_SPRD_MANAGE_11000_OPERT_DE,Z_KAIS_TL_SPRD_MANAGE_11000_RBP_CN,Z_KAIS_TL_SPRD_MANAGE_11000_RDS_DPN_SE,Z_KAIS_TL_SPRD_MANAGE_11000_RDS_MAN_NO,Z_KAIS_TL_SPRD_MANAGE_11000_REP_CN,Z_KAIS_TL_SPRD_MANAGE_11000_RN_CD,Z_KAIS_TL_SPRD_MANAGE_11000_ROAD_BT,Z_KAIS_TL_SPRD_MANAGE_11000_ROAD_LT,Z_KAIS_TL_SPRD_MANAGE_11000_ROA_CLS_SE,Z_KAIS_TL_SPRD_MANAGE_11000_SIG_CD,Z_KAIS_TL_SPRD_MANAGE_11000_WDR_RD_CD
동대문두타,서울특별시 중구 장충단로 275 (을지로6가)1522-3232,"37.56892513","127.0087838",장충단로,,"20100419",중구 장충동에 있는 장충단비의 역사성 인용,"10",Jangchungdan-ro,"20101109",기재내용정정,"71","20100422","20181107173644",서울특별시 용산구 한남동 산9-19임 (한남대로 종점),"1","584",서울특별시 중구 신당동 217-82 (청계천),"3101021",4.00000000,2800.00000000,"3","11140","2"
대한상공회의소R,서울특별시 중구 세종대로 39 상공회의소회관 1층1522-3232,"37.560938","126.973702",세종대로,,"20100513",조선 제4대왕인 세종의 묘호 인용,"10",Sejong-daero,"20101109",기재내용정정,"71","20100520","20181107173814",서울특별시 중구 남대문로1가 84-11(서울역앞),"1","1843",서울특별시 종로구 세종로 1(광화문),"2005001",12.00000000,2240.00000000,"2","11140","2"
명동센트럴,서울특별시 중구 명동9길 16 (명동1가)1522-3232,"37.564669","126.985233",명동9길,,"20100628",명동길을 중심으로 일련번호 부여,"10",Myeongdong 9-gil,,"광역도로 정비 및 부여사유, 부여방식 정비","90","20100630","20110303",을지로2가 199-63대,"1","1269",을지로2가 199-13대,"4103164",6.00000000,64.00000000,"4","11140","3"
국립중앙의료원,서울특별시 중구 을지로 251 (을지로6가)1522-3232,"37.566516","127.0062376",을지로,,"20100519",을지문덕 장군의 성을 인용한 도로명,"10",Eulji-ro,"20101109","광역도로 정비 및 부여사유, 부여방식 정비","90","20100526","20110303",을지로4가 62대,"1","1862",을지로4가 74대,"3101006",2.00000000,66.00000000,"3","11140","3"
동국대,서울특별시 중구 서애로 1길 111522-3232,"37.561542","126.998437",서애로1길,,"20100628",서애로를 중심으로 일련번호 부여,"10",Seoae-ro 1-gil,"20101109","광역도로 정비 및 부여사유, 부여방식 정비","90","20100630","20110303",필동3가 19-17대,"1","1160",필동3가 20-16대,"4103183",4.00000000,66.00000000,"4","11140","3"
신세계본점5F,서울특별시 중구 소공로 63 (충무로1가)1522-3232,"37.560951","126.981134",소공로,,"20100419",행정구역명칭 인용,"20",Sogong-ro,"20101109",직권수정(속성변경),"99","20100422","20160531132959",회현동1가 산1-31임,"0","1511",태평로2가 23대,"3101004",38.00000000,1286.00000000,"3","11140","3"
을지로내외빌딩R,서울특별시 중구 을지로 51 (을지로2가)1522-3232,"37.566479","126.983663",을지로,,"20100519",을지문덕 장군의 성을 인용한 도로명,"10",Eulji-ro,"20101109","광역도로 정비 및 부여사유, 부여방식 정비","90","20100526","20110303",을지로4가 62대,"1","1862",을지로4가 74대,"3101006",2.00000000,66.00000000,"3","11140","3"
대우재단빌딩,서울특별시 중구 퇴계로 18 (남대문로5가)1522-3232,"37.556781","126.975081",퇴계로,,"20100419",조선시대 유학자 이황의 호 인용,"10",Toegye-ro,"20100903","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030214904",남대문로5가 541대,"1","250",황학동 2494대,"3101011",9.00000000,119.00000000,"3","11140","3"
동대문공원,서울특별시 중구 장충단로 229 (광희동1가)1522-3232,"37.565133","127.007191",장충단로,,"20100419",중구 장충동에 있는 장충단비의 역사성 인용,"10",Jangchungdan-ro,"20101109",기재내용정정,"71","20100422","20181107173644",서울특별시 용산구 한남동 산9-19임 (한남대로 종점),"1","584",서울특별시 중구 신당동 217-82 (청계천),"3101021",4.00000000,2800.00000000,"3","11140","2"
을지로국제빌딩,서울특별시 중구 남대문로 109 (다동)1522-3232,"37.566952","126.982219",남대문로,,"20100419",국보 제1호 남대문의 명칭 인용,"10",Namdaemun-ro,"20101109","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030214904",명동2가 97-2대,"1","845",명동2가 94-1 대,"3101001",3.00000000,54.00000000,"3","11140","3"
동대입구역,서울특별시 중구 장충단로 166 (장충동1가)1522-3232,"37.559593","127.006142",장충단로,,"20100419",중구 장충동에 있는 장충단비의 역사성 인용,"10",Jangchungdan-ro,"20101109",기재내용정정,"71","20100422","20181107173644",서울특별시 용산구 한남동 산9-19임 (한남대로 종점),"1","584",서울특별시 중구 신당동 217-82 (청계천),"3101021",4.00000000,2800.00000000,"3","11140","2"
신당역사거리,서울특별시 중구 다산로 258 (흥인동)1522-3232,"37.565807","127.01643",다산로,,"20100419",조선후기 실학자 정약용의 호 인용,"10",Dasan-ro,"20100902","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030214904",신당동 432-2743대,"1","577",신당동 217-91대,"3101014",7.00000000,2800.00000000,"3","11140","2"
연세세브란스,서울특별시 중구 통일로 10 (남대문로5가)1522-3232,"37.557207","126.97354",통일로,,"20081017",우리민족의 소원인 통일을 바라는 뜻,"20",Tongil-ro,"20160329",직권수정(속성변경),"99","20090710","20160329164527",진관동 91-16,"1","2694",진관동 110-28,"3000008",6.00000000,424.34600000,"3","11380","1"
회현역,서울특별시 중구 퇴계로 72 (회현동) 리더스뷰남산1522-3232,"37.5589809","126.9807467",퇴계로,,"20100419",조선시대 유학자 이황의 호 인용,"10",Toegye-ro,"20100903","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030214904",남대문로5가 541대,"1","250",황학동 2494대,"3101011",9.00000000,119.00000000,"3","11140","3"
을지로경기빌딩,서울특별시 중구 남대문로10길 9 (삼각동) 경기빌딩1522-3232,"37.567172","126.983156",남대문로10길,,"20100628",남대문로를 중심으로 일련번호 부여,"10",Namdaemun-ro 10-gil,,"광역도로 정비 및 부여사유, 부여방식 정비","90","20100630","20110303",수하동 65-1대,"0","1225",삼각동 7-1대,"4103012",10.00000000,378.00000000,"4","11140","3"
을지로2가,서울특별시 중구 삼일대로 358 (을지로2가)1522-3232,"37.566347","126.988066",삼일대로,,"20100419",3.1 운동을 기념하기 위한 도로명 인용,"20",Samil-daero,"20100901",직권수정(속성변경),"99","20100422","20190430145600",장충동2가 산14-21임,"0","1520",장교동 20-3대,"2100001",40.00000000,4700.00000000,"2","11140","2"
신세계본점6F,서울특별시 중구 퇴계로 77 (충무로1가)1522-3232,"37.560381","126.980758",퇴계로,,"20100419",조선시대 유학자 이황의 호 인용,"10",Toegye-ro,"20100903","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030214904",남대문로5가 541대,"1","250",황학동 2494대,"3101011",9.00000000,119.00000000,"3","11140","3"
서울중앙우체국,서울특별시 중구 소공로 70 (충무로 1가) 서울 중앙 우체국1522-3232,"37.561678","126.982117",소공로,,"20100419",행정구역명칭 인용,"20",Sogong-ro,"20101109",직권수정(속성변경),"99","20100422","20160531132959",회현동1가 산1-31임,"0","1511",태평로2가 23대,"3101004",38.00000000,1286.00000000,"3","11140","3"
한국프레스센터,서울특별시 중구 세종대로 124 (태평로1가)1522-3232,"37.567381","126.977859",세종대로,,"20100513",조선 제4대왕인 세종의 묘호 인용,"10",Sejong-daero,"20101109",기재내용정정,"71","20100520","20181107173814",서울특별시 중구 남대문로1가 84-11(서울역앞),"1","1843",서울특별시 종로구 세종로 1(광화문),"2005001",12.00000000,2240.00000000,"2","11140","2"
명동중앙로,서울특별시 중구 명동길 60 (명동 2가)1522-3232,"37.5637485","126.9857723",명동길,,"20100519",행정구역 명칭 반영,"10",Myeongdong-gil,"20100929","광역도로 정비 및 부여사유, 부여방식 정비","90","20100526","20110303",명동2가 83-5대,"0","1524",저동1가 39-4대,"4103165",15.00000000,522.00000000,"4","11140","3"
약수역,서울특별시 중구 다산로 129 (신당동)1522-3232,"37.555437","127.0107253",다산로,,"20100419",조선후기 실학자 정약용의 호 인용,"10",Dasan-ro,"20100902","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030214904",신당동 432-2743대,"1","577",신당동 217-91대,"3101014",7.00000000,2800.00000000,"3","11140","2"
중구저동,서울특별시 중구 수표로 34 (저동2가)1522-3232,"37.5643686","126.9903382",수표로,,"20100419",청계천의 수표다리 명칭 인용,"10",Supyo-ro,"20101109",기재내용정정,"71","20100422","20181107173838",서울특별시 중구 충무로3가 60-1 (퇴계로),"2","968",서울특별시 종로구 관수동 130-7 (종로세무서 앞),"3005006",2.00000000,1350.00000000,"3","11140","2"
명동길,서울특별시 중구 명동10길 411522-3232,"37.5620695","126.9858669",명동10길,,"20100628",명동길을 중심으로 일련번호 부여,"10",Myeongdong 10-gil,"20100924","광역도로 정비 및 부여사유, 부여방식 정비","90","20100630","20110303",명동2가 33-1대,"0","358",충무로2가 65-6대,"4103151",6.00000000,334.00000000,"4","11140","3"
소공로북창,서울특별시 중구 세종대로18길 32 (소공동) 삼원빌딩1522-3232,"37.5636856","126.9789237",세종대로18길,,"20100628",세종대로를 중심으로 일련번호 부여,"10",Sejong-daero 18-gil,"20100930","광역도로 정비 및 부여사유, 부여방식 정비","90","20100630","20110303",북창동 14대,"1","1249",북창동 35대,"4103191",5.00000000,52.00000000,"4","11140","3"
서소문로,서울특별시 중구 서소문로 120 (서소문동) 대한빌딩1522-3232,"37.563006","126.974546",서소문로,,"20100419",서울성곽 4소문의 하나인 소덕문 별칭인 서소문 인용,"10",Seosomun-ro,"20101109",기재내용정정,"71","20100422","20181107173807",서울특별시 서대문구 충정로3가 414 (충정로삼거리),"1","1190",서울특별시 중구 태평로2가 340-6,"3005010",3.00000000,1440.00000000,"3","11140","2"
신당역,"서울특별시 중구 퇴계로 385, 1층 (흥인동)1522-3232","37.565522","127.014554",퇴계로,,"20100419",조선시대 유학자 이황의 호 인용,"10",Toegye-ro,"20100903","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030214904",남대문로5가 541대,"1","250",황학동 2494대,"3101011",9.00000000,119.00000000,"3","11140","3"
명동메트로,서울특별시 중구 명동9가길 14 (을지로1가) 메트로호텔1522-3232,"37.565118","126.983681",명동9가길,,"20100628",명동길을 중심으로 일련번호 부여,"10",Myeongdong 9ga-gil,,"광역도로 정비 및 부여사유, 부여방식 정비","90","20100630","20110303",을지로2가 199-9대,"0","797",남대문로2가 5-3대,"4103163",5.00000000,189.00000000,"4","11140","3"
숭례문,"서울특별시 중구 세종대로 17, 와이즈타워 1층 (남대문로5가)1522-3232","37.55874473","126.9730952",세종대로,,"20100513",조선 제4대왕인 세종의 묘호 인용,"10",Sejong-daero,"20101109",기재내용정정,"71","20100520","20181107173814",서울특별시 중구 남대문로1가 84-11(서울역앞),"1","1843",서울특별시 종로구 세종로 1(광화문),"2005001",12.00000000,2240.00000000,"2","11140","2"
순화동더샵,"서울특별시 중구 칠패로 27, 1층 (순화동)1522-3232","37.560072","126.971931",칠패로,,"20100519",칠패시장에서 유래된 도로명,"20",Chilpae-ro,,"광역도로 정비 및 부여사유, 부여방식 정비","90","20100526","20110303",중림동 34-1대,"0","1232",남대문로4가 45대,"3101010",26.00000000,565.00000000,"3","11140","3"
대한극장,"서울특별시 중구 퇴계로 212 (필동2가) 1,2층1522-3232","37.56105065","126.9952735",퇴계로,,"20100419",조선시대 유학자 이황의 호 인용,"10",Toegye-ro,"20100903","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030214904",남대문로5가 541대,"1","250",황학동 2494대,"3101011",9.00000000,119.00000000,"3","11140","3"
환구단,서울특별시 중구 소공로 112 (소공동)1522-3232,"37.564448","126.979157",소공로,,"20100419",행정구역명칭 인용,"20",Sogong-ro,"20101109",직권수정(속성변경),"99","20100422","20160531132959",회현동1가 산1-31임,"0","1511",태평로2가 23대,"3101004",38.00000000,1286.00000000,"3","11140","3"
무교동,서울특별시 중구 무교로 21 (무교동) 코오롱빌딩 1층1522-3232,"37.56781712","126.978738",무교로,,"20100422",행정구역명칭 인용,"10",Mugyo-ro,"20141117",누락된 부여일자 입력,"71","20100422","20181112101317",서울특별시 중구 을지로1가 16(을지로입구),"1","1070",서울특별시 종로구 서린동 111-1(종로),"3005002",8.00000000,400.00000000,"3","11140","2"
문화일보,서울특별시 중구 새문안로 22 (충정로1가) 문화일보1522-3232,"37.56712291","126.9686642",새문안로,,"20100419",서대문안을 의미하는 새문안의 의미를 인용,"20",Saemunan-ro,,기재내용정정,"71","20100422","20181107173759",서울특별시 중구 충정로1가 85 (충정로 삼거리),"0","1532",서울특별시 종로구 세종로 211 (세종로 사거리),"3005004",40.00000000,1100.00000000,"3","11140","2"
태평로,"서울특별시 중구 세종대로 72, 대영빌딩 1층 (태평로2가)1522-3232","37.56248285","126.9767928",세종대로,,"20100513",조선 제4대왕인 세종의 묘호 인용,"10",Sejong-daero,"20101109",기재내용정정,"71","20100520","20181107173814",서울특별시 중구 남대문로1가 84-11(서울역앞),"1","1843",서울특별시 종로구 세종로 1(광화문),"2005001",12.00000000,2240.00000000,"2","11140","2"
퍼시픽타워,"서울특별시 중구 세종대로9길 41, 퍼시픽타워 1층 (서소문동)1522-3232","37.56132157","126.9730264",세종대로9길,,"20100628",세종대로를 중심으로 일련번호 부여,"10",Sejong-daero 9-gil,"20101201","광역도로 정비 및 부여사유, 부여방식 정비","90","20100630","20110303",서소문동 58대,"2","1917",서소문동 120-20대,"4103203",8.00000000,43.00000000,"4","11140","3"
남산단암,"서울특별시 중구 소월로 10, 단암빌딩 (남대문로5가)1522-3232","37.55853622","126.9754585",소월로,,"20100419",서정시인 김정식의 호 인용,"10",Sowol-ro,"20101109",기재내용정정,"71","20100422","20181107173603",서울특별시 중구 남대문로4가 28 (남대문),"1","821",서울특별시 용산구 한남동 726-468 (이태원로),"3101018",4.00000000,3800.00000000,"3","11140","2"
황학캐슬,서울특별시 중구 청계천로 400 (황학동) 롯데캐슬베네치아1522-3232,"37.57124","127.022905",청계천로,,"20100419",청계천을 따라 조성된 도로의 특성을 반영하여 청계천 명칭을 인용,"10",Cheonggyecheon-ro,"20120120",기재내용정정,"71","20100422","20181107173911",서울특별시 종로구 세종로 139(동아미디어센터),"1","1198",서울특별시 동대문구 답십리동 463-13(신답초등학교),"3100021",4.00000000,5900.00000000,"3","11140","2"
서소문,서울특별시 중구 서소문로 130 (서소문동)1522-3232,"37.5633773","126.9755129",서소문로,,"20100419",서울성곽 4소문의 하나인 소덕문 별칭인 서소문 인용,"10",Seosomun-ro,"20101109",기재내용정정,"71","20100422","20181107173807",서울특별시 서대문구 충정로3가 414 (충정로삼거리),"1","1190",서울특별시 중구 태평로2가 340-6,"3005010",3.00000000,1440.00000000,"3","11140","2"
을지로삼화타워,서울특별시 중구 을지로5길 16 (을지로2가) 1층1522-3232,"37.566902","126.984707",을지로5길,,"20100628",을지로를 중심으로 일련번호 부여,"10",Eulji-ro 5-gil,,"광역도로 정비 및 부여사유, 부여방식 정비","90","20100630","20110303",을지로2가 11 대,"0","161",수하동 39-3대,"4103262",7.00000000,183.00000000,"4","11140","3"
소공로,"서울특별시 중구 남대문로7길 19, 삼영빌딩 1층 일부 (소공동)1522-3232","37.5637273","126.9807681",남대문로7길,,"20100628",남대문로를 중심으로 일련번호 부여,"10",Namdaemun-ro 7-gil,"20101007","광역도로 정비 및 부여사유, 부여방식 정비","90","20100630","20110303",소공동 7대,"0","241",소공동 87-1대,"4103015",15.00000000,238.00000000,"4","11140","3"
서소문배재,서울특별시 중구 서소문로 99 (서소문동)1522-3232,"37.5628481","126.9721664",서소문로,,"20100419",서울성곽 4소문의 하나인 소덕문 별칭인 서소문 인용,"10",Seosomun-ro,"20101109",기재내용정정,"71","20100422","20181107173807",서울특별시 서대문구 충정로3가 414 (충정로삼거리),"1","1190",서울특별시 중구 태평로2가 340-6,"3005010",3.00000000,1440.00000000,"3","11140","2"
을지로한국빌딩,"서울특별시 중구 을지로 50, 1층 (을지로 2가)1522-3232","37.565722","126.98329",을지로,,"20100519",을지문덕 장군의 성을 인용한 도로명,"10",Eulji-ro,"20101109","광역도로 정비 및 부여사유, 부여방식 정비","90","20100526","20110303",을지로4가 62대,"1","1862",을지로4가 74대,"3101006",2.00000000,66.00000000,"3","11140","3"
KG타워,서울특별시 중구 통일로 92 (순화동) KG타워1522-3232,"37.563528","126.969144",통일로,,"20081017",우리민족의 소원인 통일을 바라는 뜻,"20",Tongil-ro,"20160329",직권수정(속성변경),"99","20090710","20160329164527",진관동 91-16,"1","2694",진관동 110-28,"3000008",6.00000000,424.34600000,"3","11380","1"
시청,"서울특별시 중구 을지로 19, 삼성화재삼성빌딩 1층 (을지로1가)1522-3232","37.56629","126.979808",을지로,,"20100519",을지문덕 장군의 성을 인용한 도로명,"10",Eulji-ro,"20101109","광역도로 정비 및 부여사유, 부여방식 정비","90","20100526","20110303",을지로4가 62대,"1","1862",을지로4가 74대,"3101006",2.00000000,66.00000000,"3","11140","3"
시청플러스,"서울특별시 중구 을지로 19, 삼성화재삼성빌딩 1층 (을지로1가)1522-3232","37.566338","126.980055",을지로,,"20100519",을지문덕 장군의 성을 인용한 도로명,"10",Eulji-ro,"20101109","광역도로 정비 및 부여사유, 부여방식 정비","90","20100526","20110303",을지로4가 62대,"1","1862",을지로4가 74대,"3101006",2.00000000,66.00000000,"3","11140","3"
충무로역,"서울특별시 중구 퇴계로 197, 충무빌딩 1층 (필동 2가)1522-3232","37.561499","126.993864",퇴계로,,"20100419",조선시대 유학자 이황의 호 인용,"10",Toegye-ro,"20100903","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030214904",남대문로5가 541대,"1","250",황학동 2494대,"3101011",9.00000000,119.00000000,"3","11140","3"
명동역,"서울특별시 중구 퇴계로 101, 건물 전체 (충무로 1가)1522-3232","37.560832","126.983095",퇴계로,,"20100419",조선시대 유학자 이황의 호 인용,"10",Toegye-ro,"20100903","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030214904",남대문로5가 541대,"1","250",황학동 2494대,"3101011",9.00000000,119.00000000,"3","11140","3"
명동입구,서울특별시 중구 남대문로 68-1 (명동2가)1522-3232,"37.563319","126.982242",남대문로,,"20100419",국보 제1호 남대문의 명칭 인용,"10",Namdaemun-ro,"20101109","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030214904",명동2가 97-2대,"1","845",명동2가 94-1 대,"3101001",3.00000000,54.00000000,"3","11140","3"
무교로,서울특별시 중구 무교로 15 (무교동)1522-3232,"37.567399","126.9789",무교로,,"20100422",행정구역명칭 인용,"10",Mugyo-ro,"20141117",누락된 부여일자 입력,"71","20100422","20181112101317",서울특별시 중구 을지로1가 16(을지로입구),"1","1070",서울특별시 종로구 서린동 111-1(종로),"3005002",8.00000000,400.00000000,"3","11140","2"
숭례문SG타워,서울특별시 중구 세종대로 14 (남대문로5가)1522-3232,"37.5581293","126.9742637",세종대로,,"20100513",조선 제4대왕인 세종의 묘호 인용,"10",Sejong-daero,"20101109",기재내용정정,"71","20100520","20181107173814",서울특별시 중구 남대문로1가 84-11(서울역앞),"1","1843",서울특별시 종로구 세종로 1(광화문),"2005001",12.00000000,2240.00000000,"2","11140","2"
레스케이프호텔,서울특별시 중구 퇴계로 67 (회현동1가)1522-3232,"37.5598346","126.9794946",퇴계로,,"20100419",조선시대 유학자 이황의 호 인용,"10",Toegye-ro,"20100903","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030214904",남대문로5가 541대,"1","250",황학동 2494대,"3101011",9.00000000,119.00000000,"3","11140","3"
별다방,서울특별시 중구 퇴계로 100 (회현동2가)1522-3232,"37.5602013","126.9829327",퇴계로,,"20100419",조선시대 유학자 이황의 호 인용,"10",Toegye-ro,"20100903","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030214904",남대문로5가 541대,"1","250",황학동 2494대,"3101011",9.00000000,119.00000000,"3","11140","3"
포포인츠명동,서울특별시 중구 삼일대로10길 36 (저동2가)1522-3232,"37.5657211","126.9893426",삼일대로10길,,"20100628",삼일대로를 중심으로 일련번호 부여,"10",Samil-daero 10-gil,,"광역도로 정비 및 부여사유, 부여방식 정비","90","20100630","20110303",을지로2가 148-112 대,"0","1811",을지로2가 127-1대,"4103168",8.00000000,225.00000000,"4","11140","3"
명동남산,서울특별시 중구 퇴계로 132 (남산동3가)1522-3232,"37.560809","126.986397",퇴계로,,"20100419",조선시대 유학자 이황의 호 인용,"10",Toegye-ro,"20100903","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030214904",남대문로5가 541대,"1","250",황학동 2494대,"3101011",9.00000000,119.00000000,"3","11140","3"
명일역,서울특별시 강동구 양재대로 1647 (명일동)1522-3232,"37.55258","127.143799",양재대로,,"20100310",지역명 사용,"10",Yangjae-daero,"20180308",기재내용정정,"71","20180308","20181116172514",서울 서초구 중앙로 626,"1","593",경기 구리시 강변북로 224,"2000006",6.00000000,19360.00000000,"2","11650","1"
강동구청DT,서울특별시 강동구 성내로 32 (성내동)1522-3232,"37.529437","127.123835",성내로,,"20100603",1984년 가로명제정시 성내동을 관통함으로 동명을 인용하여 부여,"20",Seongnae-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100603","20141030225947",성내동 319-33대,"0","16",성내동 435-9대,"3124006",27.00000000,960.00000000,"3","11740","3"
강동암사DT,서울특별시 강동구 고덕로 43 (암사동)1522-3232,"37.555054","127.130065",고덕로,,"20100603",1984년 가로명제정시 고덕동의 동명을 인용하여 부여,"10",Godeok-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100603","20141030225946",고덕동 296공,"1","1675",고덕동 297-2 전,"3124001",3.00000000,324.00000000,"3","11740","3"
굽은다리역,"서울특별시 강동구 양재대로 1568 (명일동, 원일타워)1522-3232","37.545403","127.143101",양재대로,,"20100310",지역명 사용,"10",Yangjae-daero,"20180308",기재내용정정,"71","20180308","20181116172514",서울 서초구 중앙로 626,"1","593",경기 구리시 강변북로 224,"2000006",6.00000000,19360.00000000,"2","11650","1"
강동역,"서울특별시 강동구 천호대로 1089 (천호동, 강동 헤르셔)1522-3232","37.536047","127.133086",천호대로,,"20100507",행정구역 명칭 사용,"10",Cheonho-daero,"20141030",직권수정(속성변경),"99","20100315","20170208102654",천호동 527-3천,"1","950",상일동 18-8전,"2000008",3.00000000,51.00000000,"2","11740","1"
둔촌동,서울특별시 강동구 양재대로 1303 (성내동) 평원빌딩1522-3232,"37.522724","127.133943",양재대로,,"20100310",지역명 사용,"10",Yangjae-daero,"20180308",기재내용정정,"71","20180308","20181116172514",서울 서초구 중앙로 626,"1","593",경기 구리시 강변북로 224,"2000006",6.00000000,19360.00000000,"2","11650","1"
천호로데오,서울특별시 강동구 천호대로 1037 (천호동)1522-3232,"37.5378069","127.1273094",천호대로,,"20100507",행정구역 명칭 사용,"10",Cheonho-daero,"20141030",직권수정(속성변경),"99","20100315","20170208102654",천호동 527-3천,"1","950",상일동 18-8전,"2000008",3.00000000,51.00000000,"2","11740","1"
천호이마트,서울특별시 강동구 천호대로 1015-14 (천호동) 이마트별관1522-3232,"37.538933","127.125214",천호대로,,"20100507",행정구역 명칭 사용,"10",Cheonho-daero,"20141030",직권수정(속성변경),"99","20100315","20170208102654",천호동 527-3천,"1","950",상일동 18-8전,"2000008",3.00000000,51.00000000,"2","11740","1"
길동역,서울특별시 강동구 양재대로 1487 (길동)1522-3232,"37.5387433","127.1399879",양재대로,양재대로 1487 (길,"20100310",지역명 사용,"10",Yangjae-daero,"20180308",기재내용정정,"71","20180308","20181116172514",서울 서초구 중앙로 626,"1","593",경기 구리시 강변북로 224,"2000006",6.00000000,19360.00000000,"2","11650","1"
상일동,"서울특별시 강동구 상일로10길 36, 1~2층 (상일동)1522-3232","37.55079896","127.1741043",상일로10길,,"20120404",상일로에 일련번호 방식 적용,"10",Sangil-ro 10-gil,"20201021",도로구간변경,"12","20120404","20201021151615",상일동 112-1,"0","1767",상일동 503,"4172445",24.00000000,343.00000000,"4","11740","3"
천호역,"서울특별시 강동구 천호대로 1012, 태승빌딩 (성내동)1522-3232","37.53795191","127.1245793",천호대로,,"20100507",행정구역 명칭 사용,"10",Cheonho-daero,"20141030",직권수정(속성변경),"99","20100315","20170208102654",천호동 527-3천,"1","950",상일동 18-8전,"2000008",3.00000000,51.00000000,"2","11740","1"
명일이마트,서울특별시 강동구 동남로75길 5 (명일동) 명일이마트별관주차장1522-3232,"37.553991","127.155984",동남로75길,,"20100603",동남로에 일련번호 방식 적용,"10",Dongnam-ro 75-gil,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100630","20141030225947",명일동 47-4대,"1","1392",명일동 47-16대,"4172097",8.00000000,156.00000000,"4","11740","3"
상일동역,"서울특별시 강동구 고덕로 399 (고덕동, 고덕센트럴푸르지오)1522-3232","37.55754182","127.1707267",고덕로,,"20100603",1984년 가로명제정시 고덕동의 동명을 인용하여 부여,"10",Godeok-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100603","20141030225946",고덕동 296공,"1","1675",고덕동 297-2 전,"3124001",3.00000000,324.00000000,"3","11740","3"
천호사거리,서울특별시 강동구 올림픽로 651 1522-3232,"37.539702","127.123542",올림픽로,,"20100513",올림픽을 기념하여 부여,"10",Olympic-ro,"20141030",기재내용정정,"71","20100520","20181105114808",서울특별시 송파구 잠실동 6 (삼성교 동측),"1","569",서울특별시 강동구 암사동 100-3 (점말길),"3123023",4.00000000,9400.00000000,"3","11740","2"
올림픽공원북2문,서울특별시 강동구 강동대로 199 (성내동)1522-3232,"37.5241832","127.1286775",강동대로,,"20100315",송파구와 강동구를 연결하는 도로로 지역명칭 사용,"10",Gangdong-daero,"20141117",기재내용정정,"71","20100315","20181105114752",서울특별시 송파구 풍납동 386-1,"1","839",서울특별시 강동구 둔촌동 228-12,"2123001",5.00000000,4725.00000000,"2","11740","2"
천호대로길동,서울특별시 강동구 천호대로 1131 거산 유팰리스1522-3232,"37.534651","127.13721",천호대로,,"20100507",행정구역 명칭 사용,"10",Cheonho-daero,"20141030",직권수정(속성변경),"99","20100315","20170208102654",천호동 527-3천,"1","950",상일동 18-8전,"2000008",3.00000000,51.00000000,"2","11740","1"
신도림,서울특별시 구로구 경인로 610 (신도림동)1522-3232,"37.505517","126.883953",경인로,,"20090710",서울에서 인천을 연결하는 도로,"10",Gyeongin-ro,"20170223",직권수정(도로구간시종점오류),"99","20090710","20190829173054",신도림동 350-2,"1","3225",서울특별시 영등포구 여의도동,"3000028",14.00000000,28004.00000000,"3","11530","1"
구로디지털타워,서울특별시 구로구 디지털로32길 30 (구로동)1522-3232,"37.483432","126.89648",디지털로32길,,"20100611",디지털로의 시작지점에서부터 오른쪽으로 열여섯 번째로 분기되는 도로,"10",Digital-ro 32-gil,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100616","20141030224339",구로동 212-8 장,"0","38",구로동 1126-3대,"4148337",14.00000000,570.00000000,"4","11530","3"
