,store_name,유동인구_평균_x,차선수_x,cluster,LINK_ID,lat_x,lot_x,유동인구_평균_y,lat_y,lot_y,일자,링크아이디,거리,차선수_y,01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
92,명동역,28483,2,5,1010004550,37.560832,126.983095,28483,37.560832,126.983095,20210715.5,1010004550,627,2,31.13625,31.975,33.03,34.1325,33.5,33.37875,30.7475,29.80375,28.56125,28.67875,28.6175,28.4275,27.78125,27.8975,27.3625,27.1525,27.7775,27.215,25.76,28.26875,31.00875,30.44375,31.65125,29.4875
94,명일역,28627,2,5,1240020100,37.55258,127.143799,28627,37.55258,127.143799,20210715.5,1240020100,435,2,34.0825,35.6425,36.205,32.89,35.03,38.0125,31.4725,24.46,16.8675,15.7225,16.295,18.3625,22.2025,23.035,20.345,19.8325,17.41,17.78,18.4225,21.8675,25.295,26.595,27.38,30.2775
103,무교동,28483,2,5,1010017600,37.56781712,126.978738,28483,37.56781712,126.978738,20210715.5,1010017600,230,2,25.89,26.36,23.89,24.7475,25.05,23.325,23.96,24.05,22.0875,19.865,21.33,18.7225,16.265,16.9125,18.405,18.1775,19.0725,19.195,16.7225,17.42,19.565,22.295,20.595,24.13
104,무교로,28483,2,5,1010017600,37.567399,126.9789,28483,37.567399,126.9789,20210715.5,1010017600,230,2,25.89,26.36,23.89,24.7475,25.05,23.325,23.96,24.05,22.0875,19.865,21.33,18.7225,16.265,16.9125,18.405,18.1775,19.0725,19.195,16.7225,17.42,19.565,22.295,20.595,24.13
107,문래동,40040,2,5,1180019500,37.519602,126.889652,40040,37.519602,126.889652,20210715.5,1180019500,300,2,28.9175,31.9125,35.6725,30.6625,26.44,32.6025,27.475,29.355,21.9125,24.39,20.2325,17.1,18.0275,17.6925,16.69,15.2,15.5775,17.9775,16.2225,19.325,23.6625,22.6125,23.7875,27.94
109,미아역,22274,2,5,1080003600,37.626148,127.026578,22274,37.626148,127.026578,20210715.5,1080003600,1031.333333,2,28.795,29.2325,29.7925,29.71833333,29.8625,30.30833333,33.845,33.15166667,28.95416667,27.45833333,26.90916667,26.00416667,25.02833333,25.72666667,25.725,24.03,24.45416667,24.82416667,23.01416667,22.85583333,23.45583333,26.865,28.4825,28.69916667
113,방배,25146,2,5,1210018850,37.491914,126.9904974,25146,37.491914,126.9904974,20210715.5,1210018850,638,2,25.95625,25.615,21.76875,26.1275,18.015,23.07875,23.37875,23.8275,21.495,21.31625,20.39125,19.17625,20.5175,20.28125,18.5225,17.66375,16.29875,15.5525,15.10125,18.37625,22.675,24.25375,24.395,24.5
114,방배다이치빌딩,21403,2,5,1210015667,37.484329,126.995872,21403,37.484329,126.995872,20210715.5,1210015667,774,2,26.8475,33.8825,30.7375,29.41916667,29.22833333,29.62,27.10916667,22.8925,20.68,19.92666667,19.06416667,18.5825,19.49333333,19.065,18.50666667,18.36916667,16.5975,14.46083333,13.37083333,16.28416667,20.13166667,21.92,22.42,25.73916667
116,방배역,21403,2.333333333,5,1210015067,37.48200755,126.9976438,21403,37.48200755,126.9976438,20210715.5,1210015067,723,2.333333333,27.2725,33.00583333,28.69916667,29.57916667,30.31333333,29.275,26.78333333,24.82416667,22.39166667,21.84916667,21.60333333,20.8175,20.8225,20.1625,19.73416667,19.64583333,18.73,17.28666667,16.74833333,19.02916667,21.06166667,22.2025,22.4675,25.43333333
119,별다방,22260,2,5,1010004567,37.5602013,126.9829327,22260,37.5602013,126.9829327,20210715.5,1010004567,626,2,31.26833333,31.90666667,32.64,33.3325,33.40166667,33.39,30.85083333,30.0825,29.175,29.18,29.17916667,29.11916667,28.67833333,28.90833333,28.37166667,28.30583333,28.97,28.52,27.39333333,29.5775,31.94916667,30.87416667,31.965,29.12583333
129,상수역,25350,2.333333333,5,1130012600,37.5474817,126.9232158,25350,37.5474817,126.9232158,20210715.5,1130012600,605.6666667,2.333333333,26.13916667,25.19,25.04583333,27.355,27.4475,27.48083333,25.29,21.61166667,19.40583333,20.59083333,20.605,20.60583333,21.0475,20.22083333,19.74833333,19.0725,19.345,19.90583333,19.35583333,19.94583333,21.36333333,21.87416667,23.13833333,24.385
131,상왕십리역,30053,2,5,1030017600,37.565169,127.027907,30053,37.565169,127.027907,20210715.5,1030017600,592,2,25.9975,27.5125,27.59,28.855,27.5325,25.96,24.895,20.5925,15.3875,15.22,16.0225,17.53,17.5525,19.015,18.865,17.7175,15.4,15.6475,16.9725,19.2675,19.2125,20.635,21.775,24.09
146,서울역서부,20780,2,5,1020022400,37.555165,126.968446,20780,37.555165,126.968446,20210715.5,1020022400,737,2,34.175,30.8725,29.915,34.21,32.0675,29.1625,28.715,26.4925,23.11,24.365,26.0375,25.5175,25.94,24.985,24.895,24.11,23.7525,23.515,23.715,25.17,26.89,26.21,28.7525,30.0125
147,서이초교사거리,41879,2,5,1210019000,37.4918146,127.0252252,41879,37.4918146,127.0252252,20210715.5,1210019000,1133,2,22.925,23.6875,25.3825,25.9425,23.715,21.52,21.475,22.355,20.345,19.3375,17.2675,17.625,17.6625,17.2175,16.8375,16.435,15.285,16.165,15.0225,16.2275,20.995,21.69,21.3275,22.3725
154,석촌호수,29578,2,5,1230023800,37.509581,127.104993,29578,37.509581,127.104993,20210715.5,1230023800,518,2,24.3925,26.59,24.7025,26.5,28.7075,26.0725,26.5975,24.3525,21.255,20.3075,18.8275,19.535,18.565,18.2425,19.3225,17.9075,16.51,16.1675,16.795,16.8625,18.5775,21.3575,22.7075,24.78
157,선유도역,29001,2,5,1180040400,37.537268,126.894594,29001,37.537268,126.894594,20210715.5,1180040400,405,2,18.72,21.56,22.0425,26.115,19.8075,17.5025,19.15,18.4675,15.3175,15.32,14.365,15.05,15.345,14.32,13.08,13.72,15.5275,15.7925,14.93,16.7625,16.0475,16.2275,18.01,16.6475
161,성수낙낙,31881,2,5,1030001500,37.547326,127.066367,31881,37.547326,127.066367,20210715.5,1030001500,747,2,24.4025,24.6,24.8975,25.2675,25.8525,27.775,20.8725,11.915,10.2625,13.135,12.1,12.0575,14.96,14.6825,12.285,12.5525,13.85,15.22,16.8625,19.4325,20.0775,21.2675,22.23,23.6825
164,소공로북창,24141,2,5,1010008400,37.5636856,126.9789237,24141,37.5636856,126.9789237,20210715.5,1010008400,221,2,30.605,30.2325,35.1275,32.475,32.2,30.4925,26.495,23.68,22.9125,21.6625,18.8075,18.1075,19.735,19.84,18.7575,18.7375,19.5225,19.055,18.8975,19.9025,22.405,22.355,23.395,26.3825
168,송파마천사거리DT,16923,2,5,1230014000,37.499829,127.147672,16923,37.499829,127.147672,20210715.5,1230014000,418,2,33.695,33.8425,29.16,30.5075,29.0025,27.43,24.67,23.135,23.31,21.48,23.26,20.685,19.7125,22.06,19.98,21.64,19.41,19.095,18.2775,22.18,22.5725,23.985,24.9175,26.4875
172,수유역,19348,2,5,1080009967,37.6380167,127.026135,19348,37.6380167,127.026135,20210715.5,1080009967,237,2,23.86416667,26.18583333,25.51916667,25.81916667,24.99166667,26.28583333,23.48416667,22.73583333,19.48916667,17.99833333,18.62416667,17.93416667,17.7225,16.9,16.57083333,16.0775,15.49833333,15.29333333,14.92333333,15.81416667,17.07666667,17.5625,18.61333333,20.235
174,숭실대,43961,2,5,1190000700,37.49538073,126.9548891,43961,37.49538073,126.9548891,20210715.5,1190000700,1839,2,34.6975,37.035,37.3625,37.03,36.0525,35.62,32.3625,27.945,24.92,27.4675,27.6725,28.5275,28.395,27.6425,27.2925,28.2775,28.215,27.9625,27.76,28.2825,28.9825,29.47,31.4325,31.895
176,스페이스본,22874,2,5,1000010100,37.57532212,126.9692494,22874,37.57532212,126.9692494,20210715.5,1000010100,458,2,23.0825,21.9525,24.6325,21.415,25.155,26.6475,26.22,23.67,18.3625,17.4925,19.1775,21.4925,23.25,22.2025,22.285,23.905,22.61,23.99,21.9425,20.38,21.555,21.225,23.0125,22.235
177,시청,28483,2,5,1010013900,37.56629,126.979808,28483,37.56629,126.979808,20210715.5,1010013900,321,2,27.4375,28.7275,29.095,31.1625,30.4925,27.985,28.0475,25.575,22.48,21.6625,22.315,21.7825,21.595,19.8375,19.865,20.065,21.255,19.7075,15.63,17.8975,22.43,23.25,23.7525,24.39
178,시청플러스,28483,2,5,1010013900,37.566338,126.980055,28483,37.566338,126.980055,20210715.5,1010013900,321,2,27.4375,28.7275,29.095,31.1625,30.4925,27.985,28.0475,25.575,22.48,21.6625,22.315,21.7825,21.595,19.8375,19.865,20.065,21.255,19.7075,15.63,17.8975,22.43,23.25,23.7525,24.39
182,신림,26927,2,5,1200009900,37.48609493,126.9291602,26927,37.48609493,126.9291602,20210715.5,1200009900,590,2,23.6925,23.3475,23.6275,23.615,25.0925,23.3125,22.32,21.1,22.5125,20.76,17.715,17.985,19.035,17.595,17.6475,16.7875,14.98,13.5375,14.87,14.94,16.355,17.685,17.7,18.99
185,신림역포도몰,26927,2.5,5,1200007200,37.48385383,126.9301799,26927,37.48385383,126.9301799,20210715.5,1200007200,301.5,2.5,29.3975,29.42375,31.17375,32.34625,32.82625,30.12125,26.155,23.90625,22.79125,22.22375,22.0975,21.565,22.60125,22.545,22.5125,21.58125,20.59375,19.68625,21.65875,21.7625,22.4775,23.8225,24.4125,26.10125
187,신설동역,37959,2,5,1050000400,37.5767228,127.0255446,37959,37.5767228,127.0255446,20210715.5,1050000400,687,2,29.9875,29.96,30.6175,30.4225,30.5475,27.565,25.8975,18.31,13.4125,15.8025,17.3725,21.7125,22.985,21.4425,20.0225,20.19,21.015,21.055,21.8975,23.15,23.3575,24.2125,25.3675,26.5875
193,쌍문도봉로,27454,2,5,1090001800,37.6453516,127.0331011,27454,37.6453516,127.0331011,20210715.5,1090001800,433,2,36.7075,37.5575,38.8475,39.5125,38.485,37.12,36.5925,33.08,29.0175,28.9225,28.2875,29.265,28.07,27.46,26.155,24.005,24.24,24.6575,23.9275,26.215,27.765,30.985,32.9425,33.945
194,쌍문역,23362,2,5,1090003800,37.648456,127.034783,23362,37.648456,127.034783,20210715.5,1090003800,595,2,22.625,23.7975,24.37,25.4975,24.58,25.165,25.075,23.3175,21.36,20.865,19.8625,20.465,19.39,19.5575,19.445,18.1675,17.1175,16.905,15.83,15.79,16.81,18.7,18.9975,19.3875
200,압구정미소,34464,2.333333333,5,1220034433,37.52405601,127.027915,34464,37.52405601,127.027915,20210715.5,1220034433,833.6666667,2.333333333,30.56666667,32.20416667,34.04666667,32.22083333,32.44666667,32.4925,32.3475,29.67916667,21.95916667,18.17166667,18.00666667,21.195,22.37916667,21.2,17.81833333,14.3075,14.3625,17.01833333,18.5525,22.05,25.72166667,26.86416667,28.665,29.63
201,압구정역,34464,2.333333333,5,1220034433,37.52674095,127.0281105,34464,37.52674095,127.0281105,20210715.5,1220034433,833.6666667,2.333333333,30.56666667,32.20416667,34.04666667,32.22083333,32.44666667,32.4925,32.3475,29.67916667,21.95916667,18.17166667,18.00666667,21.195,22.37916667,21.2,17.81833333,14.3075,14.3625,17.01833333,18.5525,22.05,25.72166667,26.86416667,28.665,29.63
216,연세세브란스,22260,2,5,1010002600,37.557207,126.97354,22260,37.557207,126.97354,20210715.5,1010002600,963,2,27.5425,28.125,27.2625,30.16,30.2225,29.255,25.38,22.3375,17.155,15.9475,15.645,15.99,16.2625,17.2625,16.93,16.5775,17.2625,18.305,19.4475,22.03,22.565,23.1475,23.875,24.3725
220,연희DT,37606,2,5,1120007200,37.5702143,126.9339777,37606,37.5702143,126.9339777,20210715.5,1120007200,958,2,26.9375,28.0275,30.7225,29.3625,26.985,28.2775,25.6525,26.09,24.87,22.005,20.1375,20.9675,20.325,20.3275,19.5025,18.095,18.2025,17.7775,16.28,17.7075,20.3175,21.97,23.695,25.635
221,연희동,37606,2,5,1120005300,37.566702,126.930475,37606,37.566702,126.930475,20210715.5,1120005300,512,2,29.9475,28.6125,28.255,32.3925,29.16,31.4475,28.1725,19.23,13.4725,15.2375,18.7,20.0175,21.6275,20.5875,20.05,20.06,20.8075,21.49,22.3275,23.9875,25.0275,24.28,23.7925,27.555
229,올림픽대교북단,31265,2.2,5,1040010900,37.541129,127.09524,31265,37.541129,127.09524,20210715.5,1040010900,174,2.2,31.0225,33.1705,35.8425,37.5915,36.9235,35.7165,32.3525,27.26,24.386,25.034,25.4435,25.674,26.0075,25.6075,24.6225,23.969,24.076,24.1615,23.4805,23.8425,26.567,27.6025,28.1865,31.0765
231,왕십리역,30053,2,5,1030016400,37.5627541,127.0339072,30053,37.5627541,127.0339072,20210715.5,1030016400,582,2,30.755,33.155,32.8525,34.145,34.445,31.29,31.7375,28.2975,25.0925,24.3025,23.445,23.8625,23.7125,21.595,17.925,16.98,18.7275,19.095,21.065,21.8025,23.29,25.235,26.955,28.34
233,용산리첸시아,21156,2,5,1020015200,37.538571,126.967409,21156,37.538571,126.967409,20210715.5,1020015200,569,2,29.7325,31.6175,31.905,33.455,31.6025,27.11,24.27,21.0225,16,15.905,16.0025,15.35,16.63,16.435,15.8125,15.6225,16.705,17.385,17.7725,18.065,18.9025,21.8675,25.755,27.7275
236,은행사거리,26338,2,5,1100027300,37.65048737,127.0759861,26338,37.65048737,127.0759861,20210715.5,1100027300,375,2,23.0025,22.1025,23.8775,25.62,26.3975,23.55,18.73,19.03,17.28,18.965,17.58,17.7625,17.155,16.0975,16.585,16.6275,16.155,15.935,15.1975,16.3975,17.18,16.1725,16.5,21.0475
244,이수자이,25409,2,5,1210014433,37.484414,126.980047,25409,37.484414,126.980047,20210715.5,1210014433,1319,2,24.85333333,27.24416667,27.63416667,25.8525,27.90083333,26.52833333,24.36583333,19.60916667,16.54416667,16.58,17.42166667,18.52833333,19.72416667,19.5525,19.33833333,19.0975,17.63583333,16.80666667,16.4375,15.8175,18.545,20.41416667,21.52416667,23.995
245,이촌,27412,2,5,1020002500,37.518605,126.977271,27412,37.518605,126.977271,20210715.5,1020002500,835,2,31.5875,34.75,34.755,36.6975,36.5475,29.9,29.9575,25.07,24.45,22.2075,20.7675,21.135,22.6425,22.895,20.615,20.7875,21.04,22.11,22.5975,23.135,22.345,22.96,25.2375,32.565
246,이태원역,11051,2,5,1020011200,37.534273,126.994789,11051,37.534273,126.994789,20210715.5,1020011200,448,2,31.0525,31.425,32.4025,35.21,36.4875,34.3325,33.71,31.02,30.0575,25.955,24.1575,24.72,24.6675,24.1175,24.2375,21.9475,21.4575,25.2225,26.6425,26.6925,27.2225,29.115,28.44,30.88
247,자양,23924,2,5,1040009100,37.5354769,127.0691462,23924,37.5354769,127.0691462,20210715.5,1040009100,545,2,28.0675,28.3675,31.0225,31.52,32.36,34.4875,28.7375,24.805,21.3525,20.5625,21.17,19.9975,19.495,19.7825,19.5525,19.6675,17.475,17.445,18.5125,17.4275,19.7275,22.685,24.0675,25.135
252,정부서울청사R,22874,1.5,5,1000009700,37.574411,126.973571,22874,37.574411,126.973571,20210715.5,1000009700,274.5,1.5,26.28,23.555,24.49875,21.445,25.8525,23.39625,25.625,22.50375,19.83,17.6375,19.125,21.98125,21.33375,21,21.8125,21.32375,21.09625,20.47,19.51625,19.8875,19.28,20.42125,20.9875,24.19375
261,중화역,26002,2,5,1060015100,37.60170912,127.0784114,26002,37.60170912,127.0784114,20210715.5,1060015100,153,2,20.75,13.1875,16.54,16.1625,11.7575,9.9375,21.7175,24.3475,22.0275,18.7125,20.3,22.105,22.4425,22.87,23.295,23.9525,23.46,23.005,23.0925,23.8075,22.4,22.89,23.25,26.995
276,한강진역R,30289,2,5,1020013600,37.537131,127.00098,30289,37.537131,127.00098,20210715.5,1020013600,853,2,28.0225,28.6225,29.57,30.0725,29.6875,28.3325,30.0275,28.4,25.5325,24.9725,23.8525,23.5225,24.24,24.575,24.41,22.8125,23.945,24.225,23.94,23.65,25.2375,26.3475,26.85,28.3975
277,한남동R,30289,2,5,1020012400,37.53485,127.010919,30289,37.53485,127.010919,20210715.5,1020012400,1092,2,28.22,30.6575,28.44,28.36,29.7625,29.7475,27.02,25.4625,24.385,21.6175,22.5675,24.0225,21.685,21.565,22.4775,20.6975,19.8425,18.995,15.4825,15.875,21.36,23.25,25.285,27.44
287,화곡DT,17986,2,5,1150009800,37.535149,126.863232,17986,37.535149,126.863232,20210715.5,1150009800,2155,2,28.3175,29.9125,29.6775,30.3525,32.2875,28.755,27.0225,24.22,20.4975,20.7075,22.465,23.48,24.4175,23.755,23.3725,23.535,21.5,20.1525,19.755,22.3875,24.3275,25.4925,26.405,27.695
290,황학사거리,30053,1.6,5,1018017740,37.567644,127.023697,30053,37.567644,127.023697,20210715.5,1018017740,444.2,1.6,21.4785,20.8085,22.989,20.962,22.8935,20.503,20.729,18.8125,18.131,17.7865,17.572,17.955,17.639,17.693,17.4135,16.845,16.7325,16.408,16.6405,17.161,17.197,17.2005,19.044,20.692
291,황학캐슬,12939,2,5,1010019300,37.57124,127.022905,12939,37.57124,127.022905,20210715.5,1010019300,429,2,23.6325,24.5425,26.665,25.47,29.0375,24.28,20.25,14.6325,15.475,13.1225,11.995,13.4,13.265,14,13.7475,12.52,11.8575,11.65,12.5925,15.55,15.84,16.3875,18.24,21.245
